seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
46,"Lovis Corinth, Portrait of Sculptor Friedrich",洛维斯·科林斯：雕塑家弗里德里希肖像,B,7.184,37.0,high,B,2.80,,,,缺哈佛官方完整题名、坐者身份与确切年代,哈佛馆藏号1992.75的官方完整题名、坐者全名和确切年代是什么，科林斯作品目录如何著录？,缺哈佛官方完整题名、坐者身份与确切年代；缺科林斯作品目录对该作及其创作阶段的著录；缺可靠的来源、入藏、展览及修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
47,"Ghirlandaio, Madonna and Child with Saints",基尔兰达约：圣母子与诸圣,A,7.924,39.5,low,C–A,4.54,是,本人或作坊归属会直接影响Tier，且现有媒材记录存在明确矛盾，应进入人工核查。,否,缺馆方及作品目录对基尔兰达约本人或作坊归属的判定,哈佛馆藏号1982.128的官方归属和媒材是什么？基尔兰达约作品目录及技术检测支持本人、作坊、蛋彩还是油画中的哪一项？,缺馆方及作品目录对基尔兰达约本人或作坊归属的判定；缺技术检测解决“木板蛋彩”与“木板油画”的冲突；缺确切年代及该作在基尔兰达约祭坛画中的位置；缺原委托、原礼拜空间、来源及修复记录,basic_identification=full date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
48,"Lorenzo Lotto, Portrait of a Young Nobleman",洛伦佐·洛托：年轻贵族肖像,A,7.581,37.0,low,C–A,4.73,是,具体对象与本人归属都未获权威确认；若为作坊作品或另一件肖像，Tier可能显著变化。,否,缺洛托作品目录确认本人归属及目录编号,哈佛数据库中这幅《年轻贵族肖像》的馆号、年代和完整题名是什么？洛托作品目录是否确认其为本人作品？,缺哈佛官方馆号、完整题名、确切年代与图像；缺洛托作品目录确认本人归属及目录编号；缺该作在洛托肖像创作中艺术质量与位置的比较；缺可靠的来源、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
49,"Poussin, Landscape with Diana and Actaeon",普桑：戴安娜与阿克泰翁风景,A,7.391,44.8,low,C–A,4.14,是,亲笔归属是当前A级的核心依据，且总述称有Wikidata字段而本条未列出，需人工核对。,否,缺普桑作品全集对本件亲笔性与生涯位置的确认,哈佛官网如何著录本件的馆藏号、年代与归属，普桑作品全集是否将其列为亲笔作品并如何评价其在风景画创作中的位置？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、规范题名、年代和归属措辞；缺普桑作品全集对亲笔性、创作阶段及其在古典风景画创作中的位置确认；缺同题材及相关版本的存世数量、版本关系和质量比较；缺可靠的来源、入藏及展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
50,"Jan Steen, Merry Company",扬·斯滕：欢乐聚会,B,6.996,44.8,medium,C–A,4.14,是,作者归属与同类质量可改变当前B级，且总述中的Wikidata核实字段未在本条呈现。,,缺扬·斯滕作品全集对本件亲笔性和质量位置的确认,哈佛官网如何著录这件《欢乐聚会》的年代与归属，扬·斯滕作品全集是否认定其为亲笔并将其置于同类宴饮画的何种位置？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、确切题名、年代和扬·斯滕归属；缺扬·斯滕作品全集对亲笔性及其在宴饮风俗画创作中的位置说明；缺与扬·斯滕其他“欢乐聚会”及哈佛荷兰绘画的质量比较；缺可靠的来源、入藏、展览出版及教学使用记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
51,"Jacob van Ruisdael, Forest Landscape with Waterfall",雷斯达尔：森林瀑布风景,A,7.372,44.8,low,C–A,4.14,是,亲笔性和“馆内主件”论断直接支撑当前A级，且所称Wikidata字段未在本条提供。,否,缺雷斯达尔作品全集对亲笔性及作品群位置的确认,哈佛官网与雷斯达尔作品全集如何著录本件的归属和年代，它与画家其他森林瀑布作品及哈佛另一件雷斯达尔相比质量如何？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、规范题名、年代和雷斯达尔归属；缺雷斯达尔作品全集对亲笔性及其与森林瀑布作品群关系的著录；缺与哈佛另一件雷斯达尔及主要馆藏同类作品的质量和稀缺性比较；缺来源、入藏、展览出版、技术研究及保存状况记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
52,"Emanuel de Witte, Interior of a Church",德·维特：教堂内部,B,7.009,44.8,medium,C–A,4.14,是,亲笔性和具体作品性质可改变当前B级，且总述所称Wikidata字段未在本条出现。,,缺德·维特作品全集对亲笔性与所绘空间性质的确认,哈佛官网与德·维特作品全集如何著录本件的年代和归属，画面表现的是哪座真实教堂还是组合式想象空间？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、确切题名、年代和德·维特归属；缺德·维特作品全集对亲笔性、年代及所绘教堂为真实或想象空间的确认；缺本件在德·维特教堂内景作品中的质量位置和同类比较；缺来源、入藏、展览出版及透视或材料技术研究记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
53,"Orazio Gentileschi, Virgin with Sleeping Christ Child",奥拉齐奥·真蒂莱斯基：圣母与熟睡圣婴,A,7.325,44.8,medium,B–A,3.73,是,现有Wikidata匹配可信度有限，而奥拉齐奥亲笔性直接关系当前A级是否稳固。,否,缺哈佛官网及作品全集对奥拉齐奥亲笔归属的确认,哈佛官网如何著录1976.10的年代与归属，真蒂莱斯基作品全集是否接受其为约1610年的亲笔作品并如何定位？,缺哈佛官网核验馆藏号1976.10、规范题名、年代、尺寸及奥拉齐奥亲笔归属；缺真蒂莱斯基作品全集对亲笔性及其在约1610年创作中的位置确认；缺卡拉瓦乔影响、图像来源及相关圣母子作品的学术比较；缺可靠的来源、入藏和展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
54,"Canova, Terracotta Bozzetto for Cupid",卡诺瓦：丘比特陶土小稿,A,7.294,44.8,low,C–A,4.14,是,对象作为卡诺瓦亲笔预备小稿的身份尚未证实，而该身份是当前A级的主要依据。,否,缺技术研究确认卡诺瓦亲笔性及其对应成品与构思阶段,哈佛官网及卡诺瓦雕塑图录是否确认本件为亲笔小稿，它具体对应哪件丘比特大理石作品并处于哪个构思阶段？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、年代、尺寸、铭记和卡诺瓦归属；缺雕塑图录或技术研究证明其为卡诺瓦亲笔，并确认对应的大理石作品和构思阶段；缺同题丘比特小稿的存世数量、版本关系和质量比较；缺哈佛官方对本件在其小稿与技术研究收藏中地位的说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
55,"Rodin, Age of Bronze, small bronze cast",罗丹：青铜时代小型青铜版,B,7.002,37.0,medium,C–A,4.73,是,铸件的年代、版次和授权状态直接决定其对象级重要性，可改变当前B级。,,缺本铸件的铸造年代、铸造厂、版次与授权状态,哈佛官网和罗丹雕塑全集如何记录这件小型《青铜时代》的铸造年代、铸造厂、版次及生前或身后授权状态？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、尺寸、铸造年代、铭记和归属；缺铸造厂、版次、授权状态及其与原尺寸模型或早期版本关系的记录；缺罗丹雕塑全集对本铸件年代、质量和版本地位的著录；缺可靠的来源、入藏、技术检测及保存状况记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
56,"Burne‑Jones, The Wheel of Fortune",伯恩‑琼斯：命运之轮,A,8.346,44.8,low,C–S,5.52,是,版本身份、规模和温思罗普关联均可能显著改变当前A级，且所称Wikidata字段未在本条呈现。,否,缺作品全集确认哈佛所藏具体版本及其是否为主要版本,哈佛所藏《命运之轮》的馆藏号、尺寸和媒材为何，伯恩-琼斯作品全集将其认定为哪个版本，是否属温思罗普遗赠及主要版本？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、年代、尺寸、媒材和伯恩-琼斯归属；缺伯恩-琼斯作品全集确认具体版本、与其他《命运之轮》的关系及是否属于主要版本；缺学术出版对该版本在伯恩-琼斯生涯中的位置和质量评价；缺哈佛官方确认其是否来自温思罗普遗赠及是否为英国艺术代表作,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
57,"William Blake, The Good and Evil Angels",威廉·布莱克：善恶天使,A,8.257,44.8,low,C–S,5.52,是,确切版本和亲笔性是当前A级的核心依据，且总述所称Wikidata字段未在本条提供。,否,缺布莱克作品全集对确切版本、亲笔性和作品地位的确认,哈佛官网和布莱克作品全集如何著录《善恶天使》的完整题名、年代、媒材与版本，它是否被视为布莱克主要亲笔作品？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对规范题名、馆藏号、年代、尺寸、媒材和归属；缺布莱克作品全集对确切版本、亲笔性、创作语境及作品地位的确认；缺哈佛官方说明本件是否为其英国纸本或布莱克收藏的代表作；缺图像阐释、保存状况及教学使用记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
58,"David, Study for Oath of the Horatii",大卫：贺拉斯之誓习作,A,7.969,44.8,low,C–S,5.52,是,与《贺拉斯之誓》的直接关系及亲笔性决定本件的核心意义，答案不同可能显著改变当前A级。,否,缺证据证明本件直接用于《贺拉斯之誓》并确定构思阶段,哈佛技术档案和大卫作品全集是否确认本件为《贺拉斯之誓》的亲笔预备油稿，它处于构图形成的哪个阶段并与其他习作如何排序？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、年代、尺寸、媒材层次和大卫归属；缺技术研究或大卫作品全集证明其直接用于《贺拉斯之誓》并确定具体构思阶段；缺《贺拉斯之誓》其他存世习作的数量、类型、创作顺序及质量比较；缺哈佛课程使用及技术研究记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
59,"Daumier, The Third‑Class Carriage",杜米埃：三等车厢,A,7.907,44.8,low,C–S,5.52,是,具体版本和完成状态直接决定对象级重要性，且总述所称Wikidata字段未在本条呈现。,否,缺杜米埃作品全集确认哈佛所藏版本及其版本地位,哈佛所藏《三等车厢》究竟是哪一版本，杜米埃作品全集如何记录其完成状态、创作顺序和相对质量，馆方是否将其列为法国艺术代表作？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、具体年代、尺寸、完成状态和杜米埃归属；缺杜米埃作品全集确认哈佛所藏具体版本及其与其他《三等车厢》的关系；缺各版本的创作顺序、质量、稀缺性和艺术史地位比较；缺哈佛官方说明本件是否为法国艺术收藏的代表作；缺可靠的来源、入藏及展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
60,"Toulouse‑Lautrec, At the Moulin‑Rouge Sketch",劳特累克：红磨坊油画稿,A,7.660,44.8,low,C–A,4.14,是,亲笔性及与具体成品的关系可显著改变当前A级，且总述所称Wikidata字段未在本条提供。,否,缺作品全集确认亲笔性及其与具体红磨坊成品的关系,哈佛官网与劳特累克作品全集是否确认本件为亲笔油稿，它对应哪件红磨坊成品，并处于该构图创作顺序的哪个阶段？,缺哈佛官网对象页及所称Wikidata匹配链接，以核对馆藏号、作者、年代、尺寸、媒材和完成状态；缺劳特累克作品全集确认亲笔性、对应成品及在创作顺序中的位置；缺其他红磨坊油画习作的存世数量、版本关系和质量比较；缺哈佛官方说明本件在其法国近代艺术收藏中的定位；缺来源、入藏、展览出版及技术检测记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
61,"Barye, Tiger Devouring a Stag",巴耶：猛虎吞噬雄鹿,B,6.767,37.0,low,C–A,4.73,是,铸造时期与版本属于当前定级的核心变量，答案不同可能显著改变Tier。,,缺生前铸造、身后翻铸或后期复制的判定，以及铸造厂、版次和铸印记录。,HAM馆藏页或雕塑图录如何著录此件的铸造年代、铸造厂、版次与铸印，它与其他馆藏同构图铸件有何差异？,缺HAM官方记录对馆藏号、正式题名、完整作者归属、年代与材质的确认。；缺生前铸造、身后翻铸或后期复制的判定，以及铸造厂、版次和铸印记录。；缺该构图在巴耶创作序列中的位置及其他版本的质量、年代和存世数量比较。；缺可靠的历任藏家、入藏日期及捐赠或购买记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
62,Shang Bronze Jue Ritual Wine Cup,商代青铜爵,A,7.581,37.0,medium,B–A,3.31,是,具体断代、铭文和铸造质量尚未获权威确认，而这些对象级事实可能使当前Tier上下移动。,否,缺HAM官方记录或权威图录对馆藏号、商代断代、器形、铭文与完整性的确认。,HAM馆藏页和中国青铜器图录如何断代并著录此爵的铭文、完整性与铸造质量，它与馆内及主要博物馆的商代爵相比处于何种位置？,缺HAM官方记录或权威图录对馆藏号、商代断代、器形、铭文与完整性的确认。；缺与HAM及其他重要馆藏商代爵在铭文、铸造质量、保存状况和出版地位上的比较。；缺证明本件是否属于温斯罗普遗赠的入藏记录。；缺可靠的早期来源与历任收藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
63,Western Zhou Bronze You Vessel,西周青铜卣,A,8.230,37.0,medium,B–A,3.71,是,“保存良好”的核心依据及盖身原配状态均未核实，答案可能改变其Tier。,否,缺盖与器身是否原配，以及补配、修复和当前保存状况的记录。,HAM馆藏记录是否确认此卣盖身原配、保存良好并载有铭文，其完整性与装饰质量在已出版西周卣中处于何种位置？,缺HAM官方记录或权威图录对具体年代、铭文、纹饰、尺寸和用途的著录。；缺盖与器身是否原配，以及补配、修复和当前保存状况的记录。；缺与重要馆藏西周卣在铭文、铸造与装饰质量、完整性和出版地位上的比较。；缺可靠的早期来源、入藏记录及温斯罗普遗赠证明。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
64,Warring‑States Gold‑Inlaid Bronze Dagger,战国错金青铜匕首,A,8.024,37.0,medium,B–A,3.31,是,错金和部件的原创性是当前艺术与稀缺性判断的基础，核查结果可能改变Tier。,否,缺技术报告判定错金是否原有，以及有无后配部件、大面积修复或现代改动。,HAM馆藏页与Straus中心记录是否确认此匕首的错金、刃身和附件均属原有，其工艺与主要馆藏战国错金兵器相比如何？,缺HAM官方记录对准确器名、战国断代、尺寸、错金材料、纹饰和部件构成的确认。；缺技术报告判定错金是否原有，以及有无后配部件、大面积修复或现代改动。；缺与主要博物馆战国错金兵器在工艺质量、完整性、稀缺性和出版地位上的比较。；缺发现地点、早期流传、入藏经过及相关出口记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
65,Northern Song Jun‑ware numbered vase,北宋钧窑编号官用瓶,A,8.445,44.8,low,C–S,5.52,是,编号钧器及宫廷用器归属是当前Tier的主要依据，但尚无可核查的专业来源。,否,缺专业图录对其是否属于编号钧器及所谓宫廷或官用属性的论证。,HAM及权威钧窑图录如何释读此瓶底部编号，并以何种证据将其断为北宋编号钧器及宫廷用器？,缺底部编号图像、编号释读及HAM官方记录中的准确器形、尺寸与年代。；缺专业图录对其是否属于编号钧器及所谓宫廷或官用属性的论证。；缺胎釉检测、烧造特征、后期修补和釉面保存状况资料。；缺与其他已出版编号钧器在器形、釉色、编号、完整性和稀缺性上的比较。；缺可靠的历任收藏和入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
66,Southern Song Guan‑ware celadon bowl,南宋官窑青瓷碗,A,7.985,37.0,low,C–S,6.30,是,南宋官窑归属未经权威或技术资料确认，而该归属直接支撑当前Tier。,否,缺官方或学术图录对馆藏号、南宋断代、官窑归属、器形和尺寸的确认。,HAM馆藏页、陶瓷图录与Straus中心检测记录以哪些胎釉和烧造证据将此碗归为南宋官窑？,缺官方或学术图录对馆藏号、南宋断代、官窑归属、器形和尺寸的确认。；缺胎釉成分、烧造特征及支持具体窑口归属的技术研究。；缺开片、磨损、补配和修复范围的完整状况记录。；缺与公认南宋官窑碗在胎釉、器形、完整性、质量和出版地位上的比较。；缺可靠的来源与入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
67,Yuan Blue‑and‑White Platter,元青花大盘,A,8.075,37.0,medium,B–A,3.31,是,当前缺少决定单件质量的尺度、完整性和馆际比较，相关答案可能使Tier移动一级。,否,缺与主要馆藏大型元青花盘在尺寸、绘画质量、完整性和出版地位上的比较。,HAM记录如何确认此盘的元代断代、尺寸和修复范围，其绘画质量与主要博物馆已出版的大型元青花盘相比如何？,缺HAM官方记录对馆藏号、元代断代、生产窑口、准确尺寸和纹饰的确认。；缺胎釉、钴料和烧造特征对元代生产归属的技术验证。；缺后期修补、补绘、口沿及器身完整性的状况报告。；缺与主要馆藏大型元青花盘在尺寸、绘画质量、完整性和出版地位上的比较。；缺把本件具体联系到跨区域贸易网络的对象级证据。；缺可靠的来源与入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
68,Tang Sancai Camel Figure,唐三彩骆驼俑,A,7.738,44.8,medium,B–A,2.90,是,体量与原件比例直接影响当前视觉和质量判断，现有简介不足以确认。,否,缺断代或真伪检测，以及胎釉、断裂、补配和后期修补比例的技术记录。,HAM馆藏页与修复档案如何确认此骆驼的唐代断代、实际尺寸及原件比例，它与主要馆藏唐三彩骆驼的质量有何差异？,缺HAM官方记录对馆藏号、准确年代、产地、尺寸、器形和墓葬功能的确认。；缺断代或真伪检测，以及胎釉、断裂、补配和后期修补比例的技术记录。；缺与主要馆藏唐三彩骆驼在体量、塑造、釉色、完整性和出版地位上的比较。；缺发现地点、考古语境、早期流传及入藏来源。；缺将本件而非一般唐三彩骆驼联系丝绸之路交流的对象级论述。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
69,Song Landscape Handscroll (attributed to Li Cheng circle),宋山水手卷（传李成流派）,A,7.753,37.0,low,C–S,6.30,是,创作年代和归属层级均属核心定级事实，结论不同可能导致Tier大幅变化。,否,缺HAM官方记录对正式题名、具体年代及“李成流派”准确归属层级的确认。,HAM如何正式著录此卷的年代和“李成流派”归属，题跋、印鉴与历次鉴定是否支持宋代原作、宋式作品或后世仿作中的哪一种？,缺HAM官方记录对正式题名、具体年代及“李成流派”准确归属层级的确认。；缺题跋、印鉴、款识和历代著录的图像、释文及断代分析。；缺历次鉴定意见及作品从宋画、宋式画到后世仿作之间的归属变化记录。；缺全卷高清图像、尺寸、完整性、装裱年代和保存状况。；缺可靠的入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
70,Yuan‑Dynasty Bamboo handscroll by Ke Jiusi,元柯九思墨竹卷,A,7.903,37.0,low,C–S,6.30,是,作者归属和年代未经可核查来源确认，而两者直接决定当前Tier依据是否成立。,否,缺HAM官方记录或权威图录对正式题名、创作年代及柯九思作者归属的鉴定结论。,HAM及元代绘画权威图录将此卷归为柯九思真迹、传作还是后世作品，款识、印鉴与材料分析分别提供了什么证据？,缺HAM官方记录或权威图录对正式题名、创作年代及柯九思作者归属的鉴定结论。；缺款识、题跋、鉴藏印和历代著录的完整图像、释文与真实性分析。；缺该卷与柯九思公认真迹在构图、笔墨、纸张和书画材料方面的比较。；缺历次归属变化和关键收藏流传记录。；缺完整入藏手续和入藏日期。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
71,Ming Qi Baishi precursor scholar painting,明代文人花鸟立轴,B,6.303,37.0,low,C–A,4.73,是,对象身份尚未确定且中英文名称存在明显疑点，作者或年代答案不同会改变Tier。,,缺HAM官方记录中的馆藏号、正式中英文题名、作者、具体年代、尺寸和主题识别。,HAM馆藏页如何正式命名、断代和归属此立轴，“Qi Baishi precursor”一语来自馆方著录、旧藏标签还是源文件误写？,缺HAM官方记录中的馆藏号、正式中英文题名、作者、具体年代、尺寸和主题识别。；缺英文名称中“Qi Baishi precursor”的出处、准确含义及是否属于馆方用语的确认。；缺款识、题跋和鉴藏印图像，以及它们对作者和年代判断的分析。；缺与有明确作者和年代的明代写意花鸟画在笔墨质量、稀缺性和出版地位上的比较。；缺可靠的历任收藏与入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
72,Asuka‑Period Stone Maitreya,飞鸟时代石雕弥勒佛,A,8.145,44.8,low,C–S,5.52,是,年代、产地和尊格身份均未获权威确认，而这些事实共同构成当前Tier的主要依据。,否,缺HAM官方或权威图录对馆藏号、飞鸟时代断代、日本产地、石材、尺寸及弥勒身份的确认。,HAM及日本早期佛教雕塑图录以哪些铭文、石材和造型证据把此像断为飞鸟时代日本石雕弥勒，并认定其受朝鲜半岛影响？,缺HAM官方或权威图录对馆藏号、飞鸟时代断代、日本产地、石材、尺寸及弥勒身份的确认。；缺认定其受朝鲜半岛艺术影响的具体造型比较、年代链条和学术出处。；缺与已知飞鸟时代石雕佛像在存世数量、年代、质量、完整性和出版地位上的比较。；缺风化、缺损、后配和修复范围的状况记录。；缺发现地点、早期流传、入藏经过及相关出口记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
73,Kamakura Warrior Scroll fragment,镰仓时代武士绘卷残段,B,6.971,37.5,medium,C–A,4.69,是,镰仓断代与母卷关系都是定级依据；且全局所称Wikidata核实值未在本件字段中展示。,,缺母卷题名、本残段位置及与其他现存残段的对应关系。,在Harvard Art Museums Collections Online与已出版绘卷图录中，这件残段的藏号、标准题名和母卷为何，能否与其他残段拼合？,缺可核的哈佛藏品页或Wikidata条目，确认藏号、标准题名与镰仓断代。；缺母卷题名、本残段卷中位置及与其他现存残段的拼合研究。；缺保存报告确认缺失、补绘与重装比例。；缺哈佛是否将其列为日本中世绘画代表或教学重点的说明。；缺可靠的旧藏与哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
74,"Utamaro, Three Beauties of Edo",喜多川歌麿：江户三美人,A,8.289,37.0,medium,B–S,6.30,是,简介断言为三联画，但既有缺口又承认版式未确认；版次与印质也会直接影响现有层级。,否,缺官方记录确认本件版式、版次、版态及印刷质量。,哈佛藏品页将《江户三美人》记录为哪种版式、由谁出版及何时刊行？其版态和印色与波士顿美术馆或大都会的同题印本相比如何？,缺哈佛官方记录确认藏号、标准题名，以及本件究竟为单张、三联画或其他版式。；缺出版者、刊年、版次、版态与印刷质量的对象级鉴定。；缺与主要馆藏同题印本的印色、裁切和版态比较。；缺褪色、裁边、污损和修复状况报告。；缺可靠的旧藏与哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
75,"Hiroshige, Fifty‑Three Stations of Tokaido complete set",歌川广重：东海道五十三次整套,A,8.744,45.0,medium,B–S,5.50,是,“整套”及具体版本是当前判断的主要依据，但均无清单或官方对象记录支撑。,否,缺具体系列版本及整套是否同版同状态的核验。,哈佛记录中的具体《东海道五十三次》系列名称、出版者和藏号清单是什么？全套是否同版同状态且没有后配？,缺哈佛官方记录确认具体《东海道五十三次》系列版本、出版者、刊年及全部藏号。；缺全套张数、逐张题名及是否同版同状态的核对清单。；缺逐张印刷质量、褪色、裁边、后配和修复评估。；缺证据确认该套是否原成套保存，还是由不同来源后配组套。；缺哈佛是否将该套列为日本版画代表作或核心教学套组的说明。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
