seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
43,"Beuys, Back Support for Fine‑Limbed Person",博伊斯：细肢者背部支撑,Busch‑Reisinger 2100,Cast Iron,object,德国战后观念艺术物件,1,7.2,7,5.8,6.3,7.8,0,7.8,9.0,8.6,8.320,7.007,B,B,,Core 7.007 落在 5.5–7.19,medium,这件铸铁多版作品集中体现博伊斯关于身体、疗愈与社会雕塑的观念，契合本馆德国艺术脉络，但物件本身视觉冲击和单件稀缺性有限。,作为组内唯一对象，它以铸铁观念性多件作品代表博伊斯实践，虽非其最典范名作，却独特补足了本馆德语艺术从包豪斯、表现主义延伸至战后观念艺术的一环。,
44,"Jackson Pollock, No.2, 1950",波洛克：1950年第2号,Busch‑Reisinger 2110,Oil Painting,object,美国抽象表现主义绘画,2,9,6.9,9.2,8.8,8.8,0,9.6,9.3,8.8,9.350,8.480,A,A,,Core 8.480 落在 7.2–8.49,medium,作为波洛克1950年经典滴画阶段的实例，本作具有一流的艺术史地位和现场冲击力，但抽象表现主义并非哈佛馆最具不可替代性的收藏支柱。,组内居首，1950年的经典滴画以全覆盖构图最集中地代表抽象表现主义，且为本馆补足战后美国艺术主线。,
45,"Franz Kline, High Street",弗朗茨·克莱因：大街,Busch‑Reisinger 2110,Oil Painting,object,美国抽象表现主义绘画,2,7.9,6.3,8.1,7.6,7.7,0,8.4,7.5,7.7,7.990,7.464,A,A,,Core 7.464 落在 7.2–8.49,high,《大街》代表克莱因1950年前后成熟的黑白建筑性抽象语言，视觉辨识度很强，但在本馆语境中属于重要补充而非身份核心。,组内居次，其黑白建筑性笔势虽与波洛克的滴画语言明显有别，但典范性与叙事核心度仍略逊于前者。,
46,"Lovis Corinth, Portrait of Sculptor Friedrich",洛维斯·科林斯：雕塑家弗里德里希肖像,Busch‑Reisinger 2120,Oil Painting,object,德国现代主义油画,2,7.2,7.3,7.2,6.9,7.2,0,7.5,6.5,7.7,7.240,7.184,A,B,变,Core 7.184 落在 5.5–7.19,high,科林斯富于动势的笔触使这幅1904年肖像成为德国印象主义向现代主义过渡的良好范例，并因Busch-Reisinger语境而获得较高馆内相关性。,组内居次，其强烈笔触可补充德国印象主义向现代主义过渡的一环，但典范性与不可替代性均逊于贝克曼自画像。,
47,"Ghirlandaio, Madonna and Child with Saints",基尔兰达约：圣母子与诸圣,2550 Renaissance Italy,Tempera on Panel,object,意大利文艺复兴木板画,3,8.1,7,8.6,8.2,8.7,0,8.3,5.6,7.3,7.290,7.924,A,A,,Core 7.924 落在 7.2–8.49,medium,基尔兰达约的多人物祭坛画集中体现佛罗伦萨文艺复兴的宗教图像、均衡构图与肖像传统，是展厅的重要视觉和教学锚点。,组内品质居中且能呈现成熟佛罗伦萨祭坛画，但与安杰利科的圣母圣徒类宗教图式重复最多，故 D 明显最低。,
48,"Lorenzo Lotto, Portrait of a Young Nobleman",洛伦佐·洛托：年轻贵族肖像,2550 Renaissance Italy,Oil on Panel,object,意大利文艺复兴木板画,3,7.9,6.7,7.8,7.7,7.9,0,8.1,8.1,8.4,8.160,7.581,A,A,,Core 7.581 落在 7.2–8.49,medium,洛托是文艺复兴时期最敏锐的肖像画家之一，此作具有鲜明心理刻画与教学价值，但并非哈佛馆最具身份决定性的收藏方向。,组内总体品质略居第三，却是唯一的北意大利世俗肖像，以心理刻画区别于两件宗教祭坛画，补位价值居次。,
49,"Poussin, Landscape with Diana and Actaeon",普桑：戴安娜与阿克泰翁风景,2530 French Baroque,Oil Painting,object,法国巴洛克油画,1,7.9,6.5,7.3,6.9,8.0,0,8.4,9.0,8.3,8.560,7.391,A,A,,Core 7.391 落在 7.2–8.49,medium,普桑在古典风景画史上地位突出，此作以理性构图结合神话叙事而具较强教学价值，但法国巴洛克并非哈佛最不可替代的馆藏板块。,组内唯一的法国巴洛克油画，以普桑典范性的理性古典风景居首且无重复，并为本馆欧洲绘画叙事补上法国古典主义巴洛克一环。,
50,"Jan Steen, Merry Company",扬·斯滕：欢乐聚会,2540 Dutch Baroque,Oil Painting,object,荷兰黄金时代油画,7,7.3,5.9,6.8,7.4,7.5,0,7.8,8.4,8.2,8.060,6.996,B,B,,Core 6.996 落在 5.5–7.19,medium,扬·斯滕的节庆群像兼具生动人物叙事和荷兰风俗史信息，普通游客易于进入，但此类作品在本馆身份中相对可替代。,组内唯一充分代表荷兰世俗宴饮风俗画的作品，独特性仅次于几件核心类型标杆。,
51,"Jacob van Ruisdael, Forest Landscape with Waterfall",雷斯达尔：森林瀑布风景,2540 Dutch Baroque,Oil Painting,object,荷兰黄金时代油画,7,7.8,6.3,7.6,7.4,7.7,0,8.4,8.2,8.3,8.320,7.372,A,A,,Core 7.372 落在 7.2–8.49,medium,雷斯达尔是荷兰风景画的一流代表，森林与瀑布题材具有显著的自然戏剧性，并能有效解释黄金时代风景观念。,作为组内两件雷斯达尔风景中更具典范性的主件，承担荷兰自然风景传统的主要代表性。,
52,"Emanuel de Witte, Interior of a Church",德·维特：教堂内部,2540 Dutch Baroque,Oil Painting,object,荷兰黄金时代油画,7,7.2,5.9,7.1,6.7,8.0,0,7.8,8.8,8.5,8.240,7.009,B,B,,Core 7.009 落在 5.5–7.19,medium,德·维特擅长以光线和透视表现新教教堂空间，此作对理解荷兰宗教生活与建筑内部画尤其有效，但大众吸引力较依赖背景说明。,组内唯一的荷兰新教教堂建筑内景，在题材非重复性和文明叙事补位上均居前列。,
53,"Orazio Gentileschi, Virgin with Sleeping Christ Child",奥拉齐奥·真蒂莱斯基：圣母与熟睡圣婴,2520 European Baroque,Oil Painting,object,意大利巴洛克油画,1,7.7,6.3,7.4,7.3,7.8,0,8.1,9.0,8.0,8.350,7.325,A,A,,Core 7.325 落在 7.2–8.49,medium,这件约1610年的真蒂莱斯基作品以卡拉瓦乔式明暗语言处理亲密的圣母子主题，是讲解早期巴洛克宗教画的优质实例。,作为组内唯一的意大利巴洛克油画，它以较高水准的卡拉瓦乔主义宗教画居于组首，并为本馆补足意大利巴洛克绘画及其与贝尼尼雕塑相呼应的叙事环节。,
54,"Canova, Terracotta Bozzetto for Cupid",卡诺瓦：丘比特陶土小稿,2520 European Sculpture,Terracotta Sculpture,object,欧洲雕塑陶土小稿,1,7.3,7.0,6.3,6.6,8.5,0,8.5,9.1,8.8,8.740,7.294,A,A,,Core 7.294 落在 7.2–8.49,medium,卡诺瓦陶土小稿虽不等同于完成的大理石名作，却能直观呈现新古典主义雕塑的塑造与定稿过程，契合本馆重视小稿和技术研究的教学身份。,作为组内唯一一件卡诺瓦陶土小稿，它以新古典主义大师的创作过程区别于馆内更著名的巴洛克小稿脉络，兼具较高典范性与教学研究补位价值。,
55,"Rodin, Age of Bronze, small bronze cast",罗丹：青铜时代小型青铜版,2520 European Sculpture,Bronze Sculpture,object,19世纪欧洲青铜雕塑,2,7.4,5.8,6.8,7.1,7.6,0,9.3,7.6,7.7,8.470,7.002,A,B,变,Core 7.002 落在 5.5–7.19,medium,《青铜时代》是罗丹早期现代雕塑探索的标志性母题，但小型铸本削弱了原作的尺度冲击，且未提供铸造年代与版次以确认其对象级稀缺性。,组内综合居首，《青铜时代》在艺术史地位与人物塑造的典范性上明显领先，但相较巴耶罕见的动物搏杀题材，其类型独特性居次。,
56,"Burne‑Jones, The Wheel of Fortune",伯恩‑琼斯：命运之轮,2230 Pre‑Raphaelite,Oil Painting,object,英国拉斐尔前派绘画,1,8.3,8.2,8.5,8.3,8.2,0,8.8,9.2,8.5,8.860,8.346,A,A,,Core 8.346 落在 7.2–8.49,medium,伯恩-琼斯的大型寓意构图以鲜明人物尺度和命运主题形成强烈现场效果，并与哈佛深厚的英国艺术及温思罗普收藏脉络高度契合。,作为组内唯一的英国拉斐尔前派绘画，它以伯恩-琼斯的大型寓意构图居于该组首位，并为本馆补足维多利亚时代英国艺术的重要一环。,
57,"William Blake, The Good and Evil Angels",威廉·布莱克：善恶天使,2230 Pre‑Raphaelite,Watercolor‑Ink,object,英国浪漫主义纸本作品,1,8.4,8.0,7.8,8.1,8.7,0,8.8,9.1,8.7,8.870,8.257,A,A,,Core 8.257 落在 7.2–8.49,medium,布莱克以善恶天使的对抗浓缩其独特的宗教想象和道德宇宙观，是兼具视觉辨识度、思想密度与英国纸本艺术研究价值的重要作品。,作为组内唯一作品，它以布莱克典型的幻视性道德寓意占据最高且无重复的代表位置，并补足英国浪漫主义纸本艺术及其通向前拉斐尔派的一环。,
58,"David, Study for Oath of the Horatii",大卫：贺拉斯之誓习作,2210 European 19thC,Oil Sketch,object,法国绘画预备油稿,2,8.3,7.3,7.2,7.4,9.1,0,9.3,9.2,9.4,9.290,7.969,A,A,,Core 7.969 落在 7.2–8.49,medium,作为新古典主义纲领性名作《贺拉斯兄弟之誓》的预备油稿，它虽不具最终巨制的视觉规模，却极适合研究构图生成、政治伦理与学院派实践。,组内居首，作为新古典主义纲领性名作的关键预备油稿，最能体现从构思到成画的教学研究价值，并补足法国学院传统的一环。,
59,"Daumier, The Third‑Class Carriage",杜米埃：三等车厢,2210 European 19thC,Oil Painting,object,19世纪法国现实主义绘画,1,8.2,6.8,7.7,8.0,8.8,0,8.8,9.0,9.1,8.920,7.907,A,A,,Core 7.907 落在 7.2–8.49,medium,《三等车厢》题材是杜米埃社会现实主义的标志性表达，以拥挤车厢中的普通乘客有力讲述工业城市、阶级与现代交通经验。,作为组内唯一作品，它以杜米埃典型的都市劳动阶层题材居首且无重复，并为本馆强势的法国现代绘画叙事补上现实主义社会批判这一关键环节。,
60,"Toulouse‑Lautrec, At the Moulin‑Rouge Sketch",劳特累克：红磨坊油画稿,2210 European 19thC,Oil Sketch,object,法国绘画预备油稿,2,7.8,6.9,7.4,8.1,8.3,0,8.4,7.5,8.0,8.050,7.660,A,A,,Core 7.660 落在 7.2–8.49,medium,劳特累克的红磨坊油稿以迅疾笔触和夜生活人物营造鲜明的巴黎氛围，同时具备现代都市文化与绘画创作过程的双重教学价值。,组内居次，虽以鲜明笔触和巴黎夜生活题材区别于大卫，但相较前者的典范性与创作过程研究价值较弱，且与馆内法国现代艺术叙事略有重叠。,
61,"Barye, Tiger Devouring a Stag",巴耶：猛虎吞噬雄鹿,2520 European Sculpture,Bronze Sculpture,object,19世纪欧洲青铜雕塑,2,7.2,4.8,7.5,7.7,6.8,0,8.3,8.8,7.4,8.270,6.767,B,B,,Core 6.767 落在 5.5–7.19,medium,巴耶是浪漫主义动物雕塑的重要代表，猛兽搏杀题材现场张力强，但欧洲雕塑并非哈佛艺术博物馆最具身份性的收藏板块，且具体铸造年代与版本未明。,组内综合居次，但作为唯一的浪漫主义动物雕塑，以猛兽搏杀的动态主题区别于罗丹人体像，独特性与叙事补位价值均居首。,
62,Shang Bronze Jue Ritual Wine Cup,商代青铜爵,2600 East Asian Art,Bronze,object,中国古代青铜器,4,7.9,7.6,6.8,7.0,8.5,0,8.0,6.2,8.5,7.560,7.581,A,A,,Core 7.581 落在 7.2–8.49,medium,商代爵是解释青铜礼制、祖先祭祀与早期铸造技术的典型器类，并能支撑本馆以温斯罗普遗赠为核心的中国青铜收藏身份。,组内品质居中而叙事基础性很强，商代爵是早期礼制青铜的典型，但与西周卣同属酒礼器而有一定重复。,
63,Western Zhou Bronze You Vessel,西周青铜卣,2600 East Asian Art,Bronze,object,中国古代青铜器,4,8.4,8.1,8.0,7.8,8.7,0,8.8,7.8,8.8,8.500,8.230,A,A,,Core 8.230 落在 7.2–8.49,medium,保存良好且纹饰繁密的西周有盖卣兼具礼制史、铸造史和视觉价值，在本馆核心中国青铜板块中具有较强的支柱性。,组内综合居首，西周青铜卣以保存状况、繁密浮雕和典型礼酒器形制承接商周礼制叙事，但独特性略低于错金匕首。,
64,Warring‑States Gold‑Inlaid Bronze Dagger,战国错金青铜匕首,2600 East Asian Art,Bronze with Gold Inlay,object,中国古代青铜器,4,7.9,7.8,8.1,8.0,8.2,0,8.2,9.1,8.3,8.490,8.024,A,A,,Core 8.024 落在 7.2–8.49,medium,错金装饰将战国兵器、贵族身份和复杂金属工艺集中于一件醒目的对象中，也是本馆中国古代青铜收藏的重要类型补充。,组内独特性第一，错金工艺与兵器属性明显区别于其余礼器和生活器，集中呈现战国金属工艺的新阶段。,
65,Northern Song Jun‑ware numbered vase,北宋钧窑编号官用瓶,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,8.8,7.5,8.7,8.4,8.7,0,9.5,9.5,9.0,9.400,8.445,A,A,,Core 8.445 落在 7.2–8.49,medium,编号钧器以罕见的宫廷使用背景和紫蓝窑变釉著称，既是中国陶瓷史的一流器类，也具有无需专业知识即可感受的强烈色彩魅力。,组内第1，编号钧窑瓶以官用属性、窑变釉和器形辨识度成为本组最突出的宋代陶瓷代表。,
66,Southern Song Guan‑ware celadon bowl,南宋官窑青瓷碗,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,8.8,7.4,7.4,6.9,8.8,0,9.3,8.9,8.9,9.100,7.985,A,A,,Core 7.985 落在 7.2–8.49,medium,南宋官窑代表宫廷制瓷与含蓄审美的高峰，历史和教学价值突出，但青釉与开片的细微品质对普通游客的即时吸引力较为克制。,组内第2，官窑碗代表南宋宫廷青瓷的最高审美层级，在三件青瓷中明显压过越窑与龙泉窑。,
67,Yuan Blue‑and‑White Platter,元青花大盘,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,8.4,7.1,8.2,8.3,8.5,0,8.8,8.2,9.2,8.700,8.075,A,A,,Core 8.075 落在 7.2–8.49,medium,大型元青花盘能够直观呈现早期钴蓝装饰、跨区域原料贸易和外销需求，尺度与蓝白对比亦使其具有很强的展厅吸引力。,组内第3，元青花大盘是本组青花器的主代表，并以早期大型青花补足中国陶瓷走向全球化的重要一环。,
68,Tang Sancai Camel Figure,唐三彩骆驼俑,2600 East Asian Art,Glazed Pottery,object,中国古代墓葬陶俑,3,7.6,6.3,8.1,8.5,8.4,0,8.8,9.1,9.0,8.930,7.738,A,A,,Core 7.738 落在 7.2–8.49,medium,唐三彩骆驼是丝绸之路交流与唐代墓葬文化的标志性形象，体量、色釉和动物造型十分讨喜，但同类存世较多且并非本馆身份核心。,组内品质与代表性居首，唐三彩骆驼以鲜明的丝路意象和多彩釉工艺构成最不可替代的墓葬陶俑节点。,
69,Song Landscape Handscroll (attributed to Li Cheng circle),宋山水手卷（传李成流派）,2620 East Asian Art,Ink on Silk,object,中国古代水墨书画,3,8.1,7.1,7.5,6.9,8.9,0,8.7,8.4,8.8,8.630,7.753,A,A,,Core 7.753 落在 7.2–8.49,medium,李成流派所代表的北宋山水传统在中国绘画史上地位极高，手卷可深入讲解空间、笔墨和文人观看方式，但传派归属降低了单件确定性。,组内综合居次，以北宋式绢本山水补足早期文人山水谱系，典范性很高但传派属性使其略逊于柯九思卷。,
70,Yuan‑Dynasty Bamboo handscroll by Ke Jiusi,元柯九思墨竹卷,2620 East Asian Art,Ink on Paper,object,中国古代水墨书画,3,8.4,7.5,7.2,6.9,8.8,0,9.1,9.2,9.1,9.130,7.903,A,A,,Core 7.903 落在 7.2–8.49,medium,柯九思是元代墨竹与文人画传统的重要人物，此卷适合讲解书法用笔、人格象征和元代士人文化，但视觉魅力较依赖近距离观赏与背景知识。,组内首位，元代墨竹将书法性笔墨与文人画观念集中于一卷，作者、题材和技法的不可替代性最强。,
71,Ming Qi Baishi precursor scholar painting,明代文人花鸟立轴,2620 East Asian Art,Ink‑Color on Paper,object,中国古代水墨书画,3,6.4,5.4,6.6,6.5,6.9,0,6.8,6.3,7.2,6.730,6.303,B,B,,Core 6.303 落在 5.5–7.19,low,这件明代写意花鸟可用于说明文人画笔墨与后世写意传统，不过缺少作者、年代细分及作品独特性的可靠信息，暂按较典型的教学型藏品判断。,组内第三，明代纸本设色花鸟可补充题材与时代链条，但相较宋山水和元墨竹更常见、典范性也较弱。,
72,Asuka‑Period Stone Maitreya,飞鸟时代石雕弥勒佛,2740 Buddhist Art,Stone Sculpture,object,东亚古代佛教雕塑,1,8.7,7.5,7.6,7.7,9.0,0,8.6,9.3,8.8,8.850,8.145,A,A,,Core 8.145 落在 7.2–8.49,medium,飞鸟时代弥勒石雕见证佛教造像由朝鲜半岛传入早期日本的关键阶段，年代、跨文化意义与石雕材质的相对稀少性赋予其很高的教学价值。,作为组内唯一对象，它以飞鸟时代石雕弥勒及鲜明的朝鲜半岛影响代表日本早期佛教雕塑，并补足东亚佛教艺术传播链条，故独特性居组内最高位。,
73,Kamakura Warrior Scroll fragment,镰仓时代武士绘卷残段,2600 Japanese Feinberg Collection,Ink‑Color on Paper,object,日本叙事绘卷,1,7.8,6.3,6.0,6.2,7.8,0,8.0,9.0,8.3,8.360,6.971,B,B,,Core 6.971 落在 5.5–7.19,low,镰仓武士叙事绘卷兼具早期武家社会与日本绘卷史价值，但残段削弱视觉完整性，且其在哈佛亚洲收藏中并非明确的身份支柱。,作为组内唯一的日本叙事绘卷，其镰仓武士题材具有很高的非重复性，并补足馆内日本中世叙事艺术的一环，虽为残段仍具较强代表性。,
74,"Utamaro, Three Beauties of Edo",喜多川歌麿：江户三美人,2600 Japanese Feinberg Collection,Woodblock Print,object,日本浮世绘木版画,5,9.0,7.5,7.8,8.4,8.5,0,9.3,8.8,9.0,9.090,8.289,A,A,,Core 8.289 落在 7.2–8.49,medium,歌麿“三美人”是浮世绘美人画的标志性构图，在 Feinberg 日本收藏中具有明星吸引力，但本件版次、印色与保存状况未明。,组内仅次于《东海道五十三次》整套，以歌麿最具典范性的群像美人画代表浮世绘人物题材，明显压过另一张单人美人画。,
75,"Hiroshige, Fifty‑Three Stations of Tokaido complete set",歌川广重：东海道五十三次整套,2600 Japanese Feinberg Collection,Woodblock Print,object,日本浮世绘木版画,5,9.2,7.9,8.3,8.8,9.3,0,9.7,9.8,9.5,9.690,8.744,A,A,,Core 8.744 达标但 S-ness 仅 0/3 通过，降 A,medium,《东海道五十三次》是日本风景版画与近世旅行文化的里程碑，整套性显著提高本馆收藏辨识度、观看丰富度和教学价值。,组内首位，完整套装兼具里程碑地位与不可替代性，并以东海道旅行景观构成最完整的浮世绘叙事单元。,三项均不成立，降为A：整套保存的研究与教学价值很高，但系列型对象不适合占据两小时短访的核心时段；本馆亚洲艺术及版画研究身份也不依赖这一套作品。
76,Momoyama lacquer writing box with crane motif,桃山时代鹤纹莳绘砚盒,2600 Japanese Feinberg Collection,Lacquerware,object,日本莳绘漆器,1,7.6,6.4,7.7,7.4,7.2,0,8.3,9.2,7.5,8.410,7.306,A,A,,Core 7.306 落在 7.2–8.49,low,桃山金莳绘体现日本漆艺重要发展阶段并具有鲜明装饰美感，但常见器型、作者及具体传承不明，使其本馆不可替代性有限。,作为组内唯一的日本莳绘漆器，它以桃山时代金莳绘与鹤纹砚盒形制兼具较高典范性和最高独特性，并补足馆内日本工艺叙事。,
77,Kofun‑period Haniwa Warrior Figure,古坟时代埴轮武士,Calderwood Courtyard,Terracotta,object,日本古代埴轮,1,8.3,6.9,8.1,8.3,8.8,0,8.2,9.2,8.4,8.540,8.019,A,A,,Core 8.019 落在 7.2–8.49,medium,武士埴轮以鲜明的人形造型直观呈现古坟时代的丧葬制度、军事身份与社会结构，在庭院环境中也容易形成记忆点。,作为组内唯一的埴轮，这件武士俑以典型形制代表古坟时代丧葬雕塑，并为馆内亚洲叙事补入日本古代墓葬文化这一少见环节。,
78,Chola Bronze Shiva Nataraja,朱罗青铜湿婆舞王,2740 South Asian Art,Bronze,object,南亚青铜宗教雕塑,1,9.1,7.5,8.8,9.0,9.4,0,9.1,9.3,9.0,9.140,8.689,A,A,,Core 8.689 达标但 S-ness 仅 0/3 通过，降 A,medium,朱罗舞王将高水平失蜡铸造、湿婆宇宙之舞的宗教哲学与强烈动态造型结合，是南亚艺术最具全球辨识度的图像之一。,作为组内唯一的南亚青铜宗教雕塑，它以典范性的朱罗湿婆舞王形制居于本组首位，并独立补足南印度印度教造像叙事。,三项均不成立，降为A：湿婆舞王是高度经典的图像类型，但这件中型实例尚不足以成为同类中不可替代的馆标；在两小时路线及本馆身份判断中均可由更具本馆特色的对象取代。
79,Gandhara Stone Buddha Relief,犍陀罗石雕佛说法浮雕,2740 South Asian Art,Stone Relief,object,犍陀罗佛教石雕,2,8.1,6.7,7.4,7.6,8.9,0,8.2,8.4,8.1,8.240,7.704,A,A,,Core 7.704 落在 7.2–8.49,medium,佛说法浮雕能清晰解释希腊化造型与早期佛教图像的融合，教育价值突出，但此类残存浮雕较多且本件具体年代与出处未详。,组内排名第一，佛说法叙事浮雕较小型典型佛头更具构图、图像学与文明叙事价值，是本组的代表件。,
80,Rajput Miniature: Krishna and Radha,拉杰普特细密画：克里希纳与拉达,2590 South Asian Art,Opaque Watercolor on Paper,object,印度拉杰普特细密画,1,7.0,5.9,7.0,7.3,7.8,0,7.2,8.6,8.0,7.780,6.968,B,B,,Core 6.968 落在 5.5–7.19,low,克里希纳与拉达题材兼具鲜艳色彩和印度虔信传统的叙事价值，但画派、年代与作者均未明确，作为单页较容易被同类替代。,组内唯一的拉杰普特细密画，以经典的克里希纳与拉达题材代表印度虔信艺术，并为馆内亚洲叙事补入南亚纸本绘画一环，故D与G均偏高。,
81,Seljuk Polychrome glazed tile panel,塞尔柱多彩釉陶板,2550 Islamic Gallery,Glazed Ceramic,object,伊斯兰建筑陶砖,1,7.4,6.3,7.8,7.5,7.7,0,7.8,8.8,8.2,8.180,7.323,A,A,,Core 7.323 落在 7.2–8.49,low,塞尔柱多彩釉陶板以色彩和几何纹样展示中世纪安纳托利亚建筑装饰传统，视觉效果较强，但并非哈佛馆藏身份的核心板块。,组内唯一的伊斯兰建筑陶砖，以塞尔柱多彩釉饰代表中世纪安纳托利亚建筑装饰传统，并为本馆伊斯兰艺术叙事补上重要的建筑语境。,
82,Mamluk brass inlaid candlestick,马穆鲁克嵌银黄铜烛台,2550 Islamic Gallery,Brass with Silver Inlay,object,伊斯兰嵌银金属器,1,8.0,6.6,7.7,7.6,8.2,0,8.4,9.0,8.1,8.520,7.627,A,A,,Core 7.627 落在 7.2–8.49,medium,错银黄铜器是马穆鲁克工艺的重要门类，其精细表面装饰可用于讲解开罗作坊、奢侈品生产与宗教或宫廷生活。,作为组内唯一的伊斯兰嵌银金属器，这件开罗作坊马穆鲁克烛台以精工错银和典型时代风格居组首，并为馆内伊斯兰工艺叙事补足金属器一环。,
83,Persian Safavid miniature page from Shahnameh,萨法维波斯《列王纪》细密画页,2550 Islamic Gallery,Opaque Watercolor on Paper,object,波斯手稿细密画,1,8.0,6.8,7.7,7.7,8.9,0,8.2,9.0,8.8,8.560,7.801,A,A,,Core 7.801 落在 7.2–8.49,low,萨法维《列王纪》画页连接波斯史诗、王权观念、书籍艺术与宫廷文化，但所属抄本、画师和年代不明，不能视同顶级王室抄本名页。,作为组内唯一的波斯手稿细密画，它以萨法维时期《列王纪》图像代表波斯书籍艺术，无同组对象造成重复，并补足伊斯兰展厅中的史诗叙事与纸本绘画一环。,
84,"Attic Red‑Figure Bell‑Krater, comic theatre scene",阿提卡红绘钟形陶缸：喜剧场景,2410 Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器,3,8.4,7.0,7.9,8.2,9.2,0,8.8,9.3,8.8,8.950,8.120,A,A,,Core 8.120 落在 7.2–8.49,medium,描绘喜剧表演的红绘陶缸是研究古希腊戏剧、服饰与公共娱乐的珍贵视觉证据，生动题材和大型器形也提升了现场吸引力。,组内综合代表性第一，喜剧演出图像比常见神话或日常生活题材更稀见，兼具优质红绘范例与古希腊戏剧叙事补位价值。,
85,Marble Roman copy after Greek Meleager,罗马大理石梅莱阿格摹像,2410 Ancient Mediterranean,Marble Sculpture,object,希腊罗马大理石雕塑,1,7.5,6.4,7.3,7,8,0,7.6,8.6,7.8,7.940,7.239,A,A,,Core 7.239 落在 7.2–8.49,medium,作为罗马对失传晚期古典希腊青铜名作的摹本，它很适合讲解希腊艺术的罗马接受与复制传统，但并非哈佛古代收藏的身份级核心。,作为组内唯一的希腊罗马大理石雕塑，它以罗马摹本承接晚期古典希腊青铜原作传统，独特性居本组首位并能补足古代地中海艺术的传承叙事。,
86,Egyptian Bronze Lion‑headed Goddess Statue,古埃及狮首女神青铜像,2410 Ancient Mediterranean,Bronze,object,古埃及青铜小像,1,5.9,4.7,5.3,5.8,6.7,0,6.3,8.5,7.0,7.100,5.735,B,B,,Core 5.735 落在 5.5–7.19,medium,这类塞赫麦特型晚期小青铜能有效说明埃及神祇崇拜与奉献实践，但同类存世较多，且古埃及并非哈佛艺术博物馆的强项。,作为组内唯一的古埃及青铜小像，其晚期狮首女神形象虽非顶级名作，却具有最高的组内非重复性，并能补足本馆较弱的埃及宗教与青铜造像叙事。,
87,Etruscan Terracotta Sarcophagus fragment,伊特鲁里亚陶石棺残件,2410 Ancient Mediterranean,Terracotta,object,伊特鲁里亚陶土丧葬雕塑,1,6.5,5.6,6.2,6.1,7.3,0,6.7,8.5,7.4,7.380,6.378,B,B,,Core 6.378 落在 5.5–7.19,medium,彩绘宴饮浮雕可生动呈现伊特鲁里亚丧葬观念与精英社会生活，不过残件状态削弱了完整性和现场冲击力。,本组唯一对象，虽为残件而使品质与典范性受限，但彩绘宴饮浮雕在馆内独特地呈现伊特鲁里亚陶土丧葬文化，因而组内D居首且补位价值较高。,
88,Chippendale mahogany tea table,齐本德尔桃花心木茶桌,2800 American Decorative Arts,Wood Furniture,object,美国殖民地与联邦时期木家具,2,7.1,6.6,6.7,6.4,7.1,0,8.1,8.3,7.4,8.020,6.902,B,B,,Core 6.902 落在 5.5–7.19,medium,高质量波士顿洛可可茶桌兼具地方工艺水准和殖民时代社交文化内涵，与哈佛所在的新英格兰语境联系紧密。,组内居首，其波士顿洛可可齐本德尔式造型与较高工艺品质最能代表殖民时期家具，并与联邦时期牌桌形成鲜明区隔。,
89,Federal‑period inlaid card table,联邦时期嵌饰牌桌,2800 American Decorative Arts,Wood Furniture,object,美国殖民地与联邦时期木家具,2,6.4,5.9,6.2,5.9,6.6,0,7.1,6.9,7.2,7.060,6.266,B,B,,Core 6.266 落在 5.5–7.19,medium,嵌饰桃花心木牌桌是新英格兰联邦风格和家庭娱乐文化的合格代表，但在缺少杰出作者或特殊出处的情况下较可替代。,组内次位，嵌饰与新古典风格补足独立后联邦时期的转型叙事，但典范性和辨识度略逊于齐本德尔茶桌。,
90,Paul Revere silver teapot,保罗·里维尔银茶壶,2800 American Decorative Arts,Silver,object,美国殖民地与联邦时期银器,1,7.9,7.2,7.2,7.5,8,0,8.8,9.0,7.6,8.620,7.647,A,A,,Core 7.647 落在 7.2–8.49,medium,保罗·里维尔成熟作坊的上等银茶壶兼具国家级历史人物、波士顿工艺和消费文化三重叙事，在哈佛的地域语境中尤其突出。,组内唯一且出自里维尔成熟期波士顿作坊，兼具高等级工艺与美国联邦时期象征性，D居唯一首位并补足美国物质文化叙事。,
91,Tiffany Favrile glass vase,蒂凡尼法夫赖尔玻璃花瓶,2800 American Decorative Arts,Art‑Glass,object,美国艺术玻璃,2,7,6,7.6,7.5,6.7,0,8.0,8.4,6.8,7.880,6.958,B,B,,Core 6.958 落在 5.5–7.19,medium,法夫赖尔玻璃的虹彩表面和有机造型具有直接而鲜明的观赏魅力，但单件花瓶在蒂凡尼大量存世作品中未必不可替代。,组内居首，其有机花卉式造型更能典范性地呈现蒂凡尼法夫赖尔玻璃，足以担当美国艺术玻璃的主要代表。,
