seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
54,Sam Maloof walnut rocking chair,萨姆·马卢夫胡桃木摇椅,A,7.365,32.3,low,C–A,5.08,是,制作者认证及型号位置未证实，答案不同可能使其在C至A间变化。,否,缺马卢夫本人或工作室制作的权威认证,PEM馆藏记录及马卢夫基金会档案能否以馆号、签名或工作室编号确认该椅的制作者、型号和年代？,缺PEM馆号、正式题名及可核验的馆藏记录；缺签名、工作室档案或马卢夫基金会对制作者的认证；缺具体型号、制作年代、定制对象及其在马卢夫摇椅发展中的位置；缺与其他马卢夫摇椅的工艺和质量比较；缺来源、入藏及展览记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
55,J.O.J. Frost folk painting of Salem harbor,J.O.J.弗罗斯特塞勒姆港民间绘画,A,7.219,32.3,low,C–A,5.08,是,作者、画面地点和馆方代表作地位均未核验，可能推翻其地方身份价值判断。,否,缺弗罗斯特归属及塞勒姆港画面身份的权威确认,PEM馆藏或展览档案中，哪件弗罗斯特作品符合该描述，其正式题名、画面地点和“凭记忆绘制”的文献出处是什么？,缺PEM馆号、正式题名及可核验的馆藏记录；缺弗罗斯特归属及“凭记忆绘制”说法的权威文献依据；缺画中塞勒姆港具体地点、建筑、船只及所表现年代的识别；缺PEM是否将其作为塞勒姆城市记忆代表作使用的官方说明；缺来源、入藏和此前收藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
56,Salem witch‑trial period court document manuscript,塞勒姆猎巫审判时代法庭原始手稿,B,7.022,32.4,low,C–S,6.76,是,是否直接属于1692年审判是定级核心，答案不同可使潜在范围从C扩至S。,,缺该文书是否直接属于1692年猎巫审判的证明,菲利普斯图书馆哪条馆号记录对应此文书，其日期、案件、当事人和签署者能否在1692年审判档案中逐项核对？,缺菲利普斯图书馆馆号、档案群、文件夹层级和正式题名；缺准确日期、案件名称、当事人、签署者和文书类型；缺证明其直接属于1692年猎巫审判而非普通同期诉讼的档案依据；缺真实性、原件或后期抄本属性及保管链记录；缺学术转录及出版引用记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=na rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
57,Chinese export lacquer gaming table,中国外销漆木游戏桌,A,7.726,37.5,low,C–S,6.25,是,对象身份、产地和商户来源均未证实，而这些正是其核心馆藏价值依据。,否,缺原商户身份及广州订制关系的可靠来源记录,PEM哪条家具馆藏记录对应此桌，原客户是否可由家族档案确认，并有何证据支持广州制作和美国商户订制？,缺PEM馆号、正式题名及可核验的馆藏记录；缺广州制作地、年代、木胎和漆饰技法的权威鉴定；缺原客户姓名及其是否为塞勒姆或美国商人家庭的来源记录；缺同类外销漆游戏桌的存世数量、质量比较及PEM官方馆藏定位；缺原家庭传承结束后的入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=none relational_spatial=na
58,Japanese export lacquer writing desk,日本外销漆木写字台,A,7.646,33.9,low,C–A,4.96,是,外销归属和西式适配是当前A档论证的核心，但两者都没有权威证据。,否,缺西式书写适配结构及日本外销属性的权威证明,PEM家具记录和日本外销漆器图录能否确认该桌的馆号、年代与产地，并以抽屉、配件或尺度证明其为西式书写设计？,缺PEM馆号、正式题名及可核验的馆藏记录；缺具体年代、制作地区、作坊及日本外销属性的权威鉴定；缺证明其结构为西式书写用具而设计的构造分析和原配附件记录；缺同类日本外销漆写字台的存世比较及PEM官方馆藏定位；缺来源、入藏及历史修复或改装记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
59,Indian Vizagapatam ivory‑inlaid cabinet,印度维扎加帕塔姆嵌象牙柜子,A,8.023,33.9,low,C–S,6.61,是,产地、材质与外销属性均属当前Tier的核心依据，且全部未经权威核验。,否,缺维扎加帕塔姆产地及英印外销属性的权威鉴定,PEM馆藏记录及权威维扎加帕塔姆家具图录能否确认该柜的馆号、产地、年代、镶嵌材质和同类质量位置？,缺PEM馆号、正式题名及可核验的馆藏记录；缺具体年代、木材及镶嵌物究竟为象牙或其他材质的鉴定；缺维扎加帕塔姆产地、作坊及英印外销用途的权威鉴定；缺同类镶嵌柜的存世数量、质量比较及PEM官方馆藏定位；缺原客户、家族来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
60,Korean Joseon textile official rank badge,朝鲜时代官阶补子,B,7.184,57.3,high,B,1.90,,,,缺补子图案、文武属性及对应官阶的准确识别,PEM馆号E9785所绣图案为何种动物或鸟类，对应朝鲜王朝哪一文武官阶，并属正补还是背补？,缺所绣动物或鸟类、文武属性、对应官阶及正补或背补属性；缺尺寸、完整图像及保存修复记录；缺PEM馆内朝鲜官阶补子的数量、类型和质量比较；缺Gustavus Goward捐赠前的收藏来源和取得地点,basic_identification=full date_period=full maker_culture=full historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=full category_representativeness=partial cultural_educational=partial provenance_acquisition=full visual_experiential=none relational_spatial=na
61,Hawaiian feather cape fragment,夏威夷羽毛斗篷残片,B,6.290,43.2,low,C–A,4.26,是,馆藏身份、材质和稀缺性均未核，而这些事实直接支撑当前Tier。,,缺PEM登记号及官方馆藏记录，无法确认该残片确为本馆对象,PEM的大洋洲展览图录或展签中，是否有带馆号的夏威夷羽毛斗篷残片可与本件对应，其材质、残存部位及与Bishop Museum同类残片的稀缺性比较为何？,缺PEM登记号及官方馆藏记录，无法确认该残片确为本馆对象；缺材质、残存部位、尺寸与制作年代的权威鉴定；缺夏威夷羽斗篷残片存世数量及跨馆稀缺性比较；缺PEM图录对本件是否为大洋洲代表作的说明；缺采集者、采集地点、日期及入藏链条,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
62,Marquesan carved ceremonial adze,马克萨斯仪式石锛,A,7.263,35.4,low,C–A,4.84,是,对象身份及礼仪属性未核，任一结论变化都可能改变当前Tier依据。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM大洋洲展览图录或展签中是否有馆号对应的马克萨斯雕柄石锛，并明确将其鉴定为礼仪器而非实用工具及说明其馆藏地位？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺权威资料确认其为礼仪锛而非实用工具，并明确具体岛屿或社群；缺制作年代、石木材质、雕柄品质及跨馆同类比较；缺PEM图录确认其在本馆大洋洲收藏中的代表地位；缺采集者、采集航次、旧藏及入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
63,Tonga carved wooden drinking bowl,汤加雕花祭祀木酒碗,B,6.772,35.4,medium,C–B,2.03,是,馆藏身份和卡瓦仪式用途尚未确认，直接影响当前Tier的文化代表性依据。,,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM大洋洲展签或图录中是否有馆号对应的汤加木碗，并以器型或使用痕迹确认其卡瓦仪式用途及与馆内同类器的品质差异？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺器型、使用痕迹或展签资料确认其用于卡瓦仪式；缺木材、具体产地、制作年代及与PEM同类木碗的品质比较；缺采集、旧藏及PEM入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
64,"New Britain mask, Melanesia",新不列颠美拉尼西亚仪式面具,A,8.061,42.2,low,C–S,5.78,是,对象身份和塞勒姆早期航海来源均未核，而后者是当前Tier的核心支撑。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM早期航海采集账册、展览图录或展签中，是否有带馆号的新不列颠面具可对应本件，并能确认具体船只、航次、采集者和当地面具传统？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺具体塞勒姆船只、航次、采集者和日期的档案证明；缺新不列颠具体社群、面具传统及仪式功能的权威鉴定；缺制作年代、完整性及早期采集同类面具的跨馆稀缺性比较；缺PEM正式说明其与塞勒姆航海史及本馆大洋洲收藏的关系,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
65,19‑century Chinese export reverse‑glass painting,中国外销玻璃背面画,A,7.319,37.0,low,C–A,4.73,是,对象身份及美国市场归属未核，可能推翻当前Tier的外销艺术代表性依据。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM亚洲外销艺术图录或展签中是否有馆号对应的十九世纪中国玻璃背画，并以题材、订购记录或来源证明其面向美国市场及其馆藏代表性？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺具体题材、制作年代与地点，以及专供美国市场的直接证据；缺画师或作坊、原框、保存状况及与PEM同类玻璃背画的品质比较；缺PEM图录确认本件是否为亚洲外销艺术的代表性展品；缺完整旧藏、贸易流通及PEM入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
66,Chinese export ivory puzzle ball,中国外销象牙套球,A,7.558,35.4,low,C–A,4.84,是,对象身份及决定工艺等级的材质、层数和制作归属均未确认。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM亚洲外销艺术图录或展签中是否有馆号对应的象牙套球，并记录其材质种属、层数、年代、广州归属及与馆内同类器的品质排序？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺材质及象牙种属鉴定、精确层数、尺寸和制作年代；缺广州作坊或工艺中心归属依据及雕工品质鉴定；缺与PEM同类套球在尺寸、层数、完整性和品质上的比较；缺采集、贸易流通、旧藏及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
67,Edo period samurai yoroi partial armor set,江户武士盔甲套件残套,B,6.887,37.0,low,C–A,4.73,是,馆藏身份和原配完整性未核，且流派、签名或原属者不同可能改变当前Tier。,,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM日本艺术图录或展签中是否有馆号对应的江户甲胄残套，并记录完整部件、原配关系、流派、签名及与馆内其他甲胄的品质比较？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺完整部件清单及各部件是否原配的权威鉴定；缺具体年代、甲胄流派、甲胄师签名及原属者资料；缺漆工、金具、纺织物的保存报告及与PEM同类甲胄的品质比较；缺旧藏、交易与PEM入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
68,Japanese ceramic tea‑ceremony bowl (chawan),日本茶道茶碗,B,6.615,37.0,low,C–A,4.73,是,对象身份、茶碗属性及窑口作者均未核，这些结论可能直接改变当前Tier。,,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM日本陶瓷图录或展签中是否有馆号对应的江户茶碗，并记录其窑口、陶工、款识、箱书及足以确认茶道用途的器型或使用痕迹？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺器型、使用痕迹或文献确认其为茶道茶碗而非一般碗；缺窑口、陶工、具体年代、款识及箱书记录；缺釉面、烧造、保存状况图像及与同窑或PEM藏品的品质比较；缺一般旧藏及PEM入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
69,Rajput hunting miniature,拉杰普特细密画狩猎图,B,6.276,35.4,low,C–A,4.84,是,馆藏身份及决定细密画地位的画派、年代和册页关系均未确认。,,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM南亚艺术图录或展签中是否有馆号对应的拉杰普特狩猎细密画，其题记、印章和风格能否确定具体宫廷、画派、年代及原册页关系？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺具体拉杰普特宫廷或画派、年代与画师归属；缺题记、印章、人物身份、狩猎事件及原册页关系的研究；缺纸张颜料、保存状况图像及与同画派作品的品质比较；缺一般旧藏及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
70,Persian Qajar painted tile panel,卡扎尔波斯彩绘瓷砖板,B,6.420,35.5,low,C–A,4.84,是,对象身份及原始建筑组合关系均未核，可能根本改变其历史与艺术重要性。,,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM伊斯兰艺术图录或展签中是否有馆号对应的卡扎尔陶砖板，并能确认其原属建筑、墙面位置、砖块是否原配及制作中心？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺原属建筑、墙面位置及其为原始组合还是后期拼板的证据；缺具体年代、制作中心、窑场、款识与题记资料；缺砖块数量、后配和修复情况及与其他卡扎尔陶砖板的品质比较；缺完整来源及PEM入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
71,Nantucket whaling‑scene scrimshaw whalebone,楠塔基特捕鲸主题骨雕scrimshaw,A,7.485,37.0,low,C–A,4.73,是,馆藏身份和楠塔基特航海关联未核，直接影响当前Tier的PEM海事代表性依据。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM海事图录或展签中是否有馆号对应的楠塔基特捕鲸骨雕，其材质、题记或航海档案能否确认制作地点、船员、船只和航次？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺材质、形制、制作年代及其是否属于历史scrimshaw的鉴定；缺证据确认楠塔基特制作，或关联具体船员、船只和航次；缺画面、题记、刻工品质及与PEM同类骨雕的稀缺性比较；缺PEM正式说明其是否为海事收藏代表作,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
72,Ship‑model of Salem trading brig “Cleopatra”,塞勒姆双桅商船《克娄巴特拉》船模,A,8.173,43.2,low,C–S,5.68,是,对象身份、船模年代及同期或复制性质均未核，可能使当前Tier发生大幅变化。,否,缺PEM登记号及官方记录，无法确认本件馆藏身份,PEM海事图录、船舶档案或Phillips Library资料中是否有馆号对应的“克娄巴特拉”号船模，并能确认其制作年代、同期或复制性质及该船的船主、航线和贸易史？,缺PEM登记号及官方记录，无法确认本件馆藏身份；缺证据判断其为同期船模、船厂模型还是后世复制品；缺“克娄巴特拉”号建造、船主、航线及贸易重要性的档案；缺制作者、制作年代、比例及结构准确性的专业鉴定；缺PEM正式说明该船模在本馆海事收藏中的地位；缺旧藏及PEM入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
73,18th‑century American whale‑oil lamp,18世纪美式鲸油灯,B,6.258,37.5,medium,C–B,1.97,是,当前B档依赖未经登记记录确认的年代与用途；若并非18世纪鲸油灯，Tier可能下降。,,缺PEM登记记录确认其确为18世纪美式鲸油灯，并给出馆藏号、材质、产地及功能依据,PEM登记系统中是否有可与此描述对应的灯具，其馆藏号、断代、材质、产地及“鲸油灯”功能依据分别是什么？,缺PEM登记记录确认其确为18世纪美式鲸油灯，并给出馆藏号、材质、产地及功能依据；缺捐赠者、入藏日期及历次所有权记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
74,Felix Beato photograph of Chinese city gate,费利斯·比托中国城门原版照片,A,7.263,41.7,low,C–A,4.38,是,作者归属、拍摄对象和原版性质均是A档核心依据，目前都无法核验。,否,缺PEM登记记录及比托作品目录对城门地点、底片编号、题名和作者归属的对应确认,PEM登记档案与费利斯·比托作品目录中，是否有一条能以城门地点、底片编号和尺寸对应此照片，并确认其为19世纪60年代原版蛋白照片？,缺PEM登记记录及比托作品目录对城门地点、底片编号、题名和作者归属的对应确认；缺技术鉴定确认其为19世纪60年代同期蛋白照片，而非后期印相或复制品；缺该图像同版存世数量及其在比托中国摄影中的位置；缺完整provenance、捐赠者及入藏日期,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
75,John Thomson photograph of Canton street scene,约翰·汤姆森广州街景原版照片,A,7.554,41.7,low,C–A,4.38,是,作者、广州地点及原版性质无法核验，而这些正是当前A档的主要依据。,否,缺PEM登记记录及汤姆森作品目录对具体街道、拍摄日期、题名和作品编号的对应确认,PEM登记档案与约翰·汤姆森作品目录中，哪一条街景可按建筑、人物、尺寸或编号与此照片对应，并确认其拍摄地点、年代及印相时期？,缺PEM登记记录及汤姆森作品目录对具体街道、拍摄日期、题名和作品编号的对应确认；缺技术鉴定确认其为汤姆森时代的原版蛋白照片，而非后期印相或复制品；缺该影像在汤姆森中国摄影中的创作位置及同版存世数量；缺完整provenance、捐赠者及入藏日期,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
76,Salem sampler needlework girl’s schoolwork,塞勒姆少女刺绣样本,B,6.376,41.7,medium,C–B,1.84,是,当前B档依赖未经核实的塞勒姆女校和联邦时期身份；若题记不支持这些属性，Tier可能下降。,,缺题记完整释文或PEM登记记录确认制作者姓名、日期、学校及塞勒姆地点,PEM登记档案或刺绣题记是否能确认这件样本的制作者、日期、学校和塞勒姆地点，并与已出版的新英格兰女校样本对应？,缺题记完整释文或PEM登记记录确认制作者姓名、日期、学校及塞勒姆地点；缺底布、丝线、针法、尺寸及保存状况记录；缺原所有家庭、捐赠者及PEM入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
77,Hawaiian wooden surfboard fragment,夏威夷古冲浪板残件,A,7.465,44.8,low,C–A,4.14,是,“夏威夷前现代冲浪板”身份本身未获鉴定，而它是当前A档最主要的依据。,否,缺类型学或科学鉴定证明该木残件确属夏威夷冲浪板，而非其他木制器物,PEM登记档案和木材、板形鉴定能否把这件残片与已发表的早期夏威夷冲浪板对应，并排除独木舟或其他木器残件？,缺类型学或科学鉴定证明该木残件确属夏威夷冲浪板，而非其他木制器物；缺木种、板形、加工痕迹和断代结果，并缺与已知早期夏威夷冲浪板的比较；缺夏威夷采集背景、历次所有权、捐赠者及入藏日期,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
78,Samoan fine woven ceremonial mat,萨摩亚仪式编织席,A,7.624,40.1,low,C–A,4.49,是,高阶仪式身份是A档核心依据，但目前只有未经来源支持的简介断言。,否,缺萨摩亚文化权威或专业出版物依据纹理、边饰和质地确认其“高阶仪式赠礼席”身份,PEM登记档案如何命名这件席子，萨摩亚织物专家能否依据材料、织法、边饰和质地确认其具体席类及高阶仪式地位？,缺PEM登记记录确认其萨摩亚原名、具体席类、制作年代、材料、织法及尺寸；缺萨摩亚文化权威或专业出版物依据纹理、边饰和质地确认其“高阶仪式赠礼席”身份；缺原赠礼仪式、赠与者、受赠者及后续所有权记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
79,Joseon dynasty brass temple bell fragment,朝鲜王朝铜钟残件,B,6.001,44.8,medium,C–B,1.74,是,当前B档依赖未经鉴定的朝鲜佛钟身份；若器类或断代不成立，Tier可能下降。,,缺PEM登记记录、题铭释读或技术检测确认其确为朝鲜王朝佛教寺院钟残件,PEM登记档案、残件题铭和合金检测是否能确认它属于朝鲜王朝佛教钟，并确定断代及原钟体部位？,缺PEM登记记录、题铭释读或技术检测确认其确为朝鲜王朝佛教寺院钟残件；缺断代依据及其在原钟体上所处部位的类型学复原；缺具体寺院、移出背景、历次所有权及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
80,American folk carved weather‑vane figure,美国民间雕刻风向标人像,B,6.564,40.1,medium,C–B,1.89,是,风向标功能和新英格兰归属未经核实；若只是一般木雕或年代较晚，当前Tier可能改变。,,缺PEM登记记录确认其确为人物风向标，并给出制作年代、木种、构造和地域归属,PEM登记档案是否将这件彩绘木雕编目为风向标，其构造痕迹、年代和原使用地点能否支持新英格兰民间艺术归属？,缺PEM登记记录确认其确为人物风向标，并给出制作年代、木种、构造和地域归属；缺颜料层、保存状况及修复记录；缺历次所有权、捐赠者及入藏日期,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
81,"Fitz Henry Lane, Small Coastal Sketch",菲茨·亨利·莱恩：海岸小稿,B,6.613,43.2,low,C–A,4.26,是,莱恩归属和准备稿关系都是当前B档的主要依据，但均未由登记或作品目录证实。,,缺PEM登记记录及莱恩作品目录对准确题名、年代、材质、尺寸和作者归属的确认,PEM登记档案和菲茨·亨利·莱恩作品目录是否收录这件《海岸小稿》，并能以尺寸、构图或底稿记录确认其作者及对应的大型海景？,缺PEM登记记录及莱恩作品目录对准确题名、年代、材质、尺寸和作者归属的确认；缺构图或档案证据确认它是哪件大型海景的准备稿，以及两者的具体关系；缺该稿在莱恩创作生涯及PEM所藏莱恩作品中的学术位置；缺历次所有权、展览史、捐赠者及入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
82,"Robert Feke, Portrait of Gentleman",罗伯特·费克：绅士肖像,B,6.470,40.1,low,C–A,4.49,是,作者归属和作品质量层级未经外部资料确认，正反两种结论都可能改变当前Tier。,,缺PEM登记记录及费克作品目录对作者归属、准确题名、年代、尺寸和画中人身份的确认,PEM登记档案和罗伯特·费克作品目录中是否有尺寸、构图或旧题签与此画相符的条目，并能确认作者、年代及画中人？,缺PEM登记记录及费克作品目录对作者归属、准确题名、年代、尺寸和画中人身份的确认；缺学术出版对该画在费克肖像作品中的质量和重要性定位；缺画中人及委托背景是否与塞勒姆或海上贸易相关的证据；缺历次所有权、捐赠者及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
83,"John Singleton Copley, Portrait Miniature",科普利：微型肖像,B,6.908,43.2,low,C–A,4.26,是,名家归属与作品在科普利微型肖像中的地位均无可靠证据，可能直接改变Tier。,,缺PEM登记记录及科普利作品目录对作者归属、年代、尺寸、载体和准确题名的确认,PEM登记档案和约翰·辛格尔顿·科普利作品目录是否收录一件尺寸、画中人或旧框信息相符的微型肖像，并如何记录其作者归属和载体？,缺PEM登记记录及科普利作品目录对作者归属、年代、尺寸、载体和准确题名的确认；缺画中人身份、委托背景及其历史关联资料；缺该作在科普利微型肖像中的数量、质量与稀缺性比较；缺历次所有权、捐赠者及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
84,"Childe Hassam, Flower Garden Study",柴尔德·哈萨姆：花园花卉习作,B,6.592,40.1,low,C–A,4.49,是,作者归属及习作性质均是当前B档的重要前提，但两者都没有可核来源。,,缺PEM登记记录及哈萨姆作品目录对准确题名、年代、尺寸、材质和作者归属的确认,PEM登记档案和柴尔德·哈萨姆作品目录是否收录一件与此画尺寸和构图相符的花园作品，并将其认定为习作还是独立完成作？,缺PEM登记记录及哈萨姆作品目录对准确题名、年代、尺寸、材质和作者归属的确认；缺构图或档案资料证明其为习作，并确认是否存在对应的完成作品；缺学术资料说明该画在哈萨姆花园题材中的质量与创作位置；缺历次所有权、展览史、捐赠者及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
85,"Martin Johnson Heade, Small Bird‑and‑Blossom Study",马丁·约翰逊·希德：花鸟小幅习作,B,5.869,32.3,low,C–A,5.08,是,对象身份与希德归属均无可核验的对象级来源，答案不同可能显著改变当前Tier。,,缺PEM登录记录将该对象与正式题名、登录号、图像及希德归属对应。,PEM登记系统中是否有可与此转写名称匹配的登录号和图像，希德作品总录又如何著录并定位该作？,缺PEM登录记录将该对象与正式题名、登录号、图像及希德归属对应。；缺希德作品总录或学术出版对年代、媒材及“习作”性质的确认。；缺该作在希德花鸟作品中的质量、代表性及同类存世比较。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
