seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
45,View of Toledo,托莱多风景,B,6.982,32.3,low,C–S,6.77,是,对象可能发生跨机构误配，持有机构和版本身份的不同答案会根本改变Tier依据。,,缺MFA与大都会官方记录核定《托莱多风景》的实际持有机构和具体版本。,MFA与大都会的官方馆藏条目分别如何记录《托莱多风景》的登录号和图像，MFA第328展厅是否曾以借展或相关版本陈列该题名？,缺MFA与大都会官方目录对《托莱多风景》的持有机构、登录号、图像和版本进行对照。；缺MFA第328展厅官方清单及借展记录，以确认该字段对应常设藏品、临时借展还是误录。；若MFA确有相关对象，缺权威格列柯编目确认其为原作、复制品、习作或其他同题版本。；若对象存在，仍缺完整历次来源及MFA入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
46,The Gulf Stream,湾流,B,7.063,32.3,low,C–S,6.77,是,持有机构和对象版本均未核定，可能存在跨机构误配并根本改变Tier依据。,,缺MFA与大都会官方记录核定《湾流》的实际持有机构、媒材和版本。,MFA与大都会的官方馆藏条目如何记录《湾流》的登录号、媒材和图像，MFA第221展厅是否曾陈列借展、习作或其他同题对象？,缺MFA与大都会官方目录对《湾流》的持有机构、登录号、图像、媒材和版本进行对照。；缺MFA第221展厅官方清单及借展记录，以确认该字段对应常设藏品、临时借展还是误录。；若MFA确有相关对象，缺霍默权威编目区分原作、油画习作、复制品、版画或其他版本。；若对象存在，仍缺完整历次来源及MFA入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
47,Breezing Up (A Fair Wind),乘风破浪,B,6.713,32.3,low,C–S,6.77,是,记录可能与华盛顿国家美术馆藏原作混淆，机构与版本核查结果会根本改变Tier依据。,,缺MFA与华盛顿国家美术馆官方记录核定实际持有机构和具体版本。,MFA与华盛顿国家美术馆的官方条目如何记录《乘风破浪》的登录号、媒材和图像，MFA第221展厅是否曾陈列借展或相关版本？,缺MFA与华盛顿国家美术馆官方目录对持有机构、登录号、图像、媒材和版本进行对照。；缺MFA第221展厅官方清单及借展记录，以确认该字段对应常设藏品、临时借展还是误录。；若MFA确有相关对象，缺霍默权威编目区分油画原作、习作、复制品、版画或其他版本。；若对象存在，仍缺完整历次来源及MFA入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
48,Snap the Whip,课间追逐,B,6.567,32.3,low,C–S,6.77,是,MFA持有关系及具体版本均未确认，跨机构或跨媒材误配会根本改变Tier依据。,,缺三馆官方记录对照，以确定MFA是否持有《课间追逐》相关对象及其具体版本。,MFA、巴特勒美国艺术学院与大都会的官方条目分别记录了哪些《课间追逐》油画版本，MFA第222展厅曾陈列的是常设藏品、借展还是其他媒材对象？,缺MFA、巴特勒美国艺术学院与大都会官方目录对各油画版本的登录号、图像、尺寸和持有机构进行对照。；缺MFA第222展厅官方清单及借展记录，以确认该字段对应常设藏品、临时借展还是误录。；若MFA确有相关对象，缺霍默权威编目区分不同油画版本、习作、复制品及其他媒材作品。；若对象存在，缺其在霍默作品谱系中的位置和相对质量评价。；若对象存在，仍缺完整历次来源及MFA入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
49,Portrait of John Adams,约翰·亚当斯肖像,A,7.580,32.3,low,C–A,5.08,是,具体版本与作者归属未定，答案不同会直接改变其历史与馆藏地位判断。,否,缺MFA官方对象记录确认登录号、作者归属与具体版本。,MFA藏品库中的这件《约翰·亚当斯肖像》登录号为何，馆方与斯图亚特作品全集将其归为原作、复制品还是工作室作？,缺MFA官方对象记录确认登录号、日期、尺寸、作者归属与具体版本。；缺斯图亚特作品全集确认该作是原作、复制品还是工作室版本，并说明其与其他亚当斯肖像的关系。；缺与MFA其他建国人物及斯图亚特总统肖像的权威逐件比较。；缺委托、历任收藏者及入藏方式记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
50,Portrait of Thomas Jefferson,托马斯·杰斐逊肖像,A,7.830,32.3,low,C–A,5.08,是,具体版本及原型关系未定，而当前层级依赖其肖像史地位。,否,缺权威资料锁定具体版本及其与杰斐逊肖像原型的关系。,MFA藏品库中的这件《托马斯·杰斐逊肖像》登录号为何，斯图亚特作品全集将其列为哪个原型或复制版本？,缺MFA官方对象记录确认登录号、日期、尺寸、作者归属及具体版本。；缺斯图亚特作品全集说明该作与杰斐逊肖像原型及其他复制版本的关系。；缺该版本在斯图亚特生涯及美国总统肖像史中的权威定位。；缺委托、历任收藏者及入藏方式记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
51,The Athenaeum Portrait of George Washington,乔治·华盛顿雅典娜肖像,S,9.305,43.2,high,S,2.02,,,否,缺共同持有机构关于产权、保管与入藏经过的官方记录。,MFA及共同持有机构的官方条目如何说明该作的登录号、产权与保管安排，斯图亚特作品全集又如何编列其衍生版本？,缺MFA及共同持有机构对登录号、产权分配、保管安排与入藏经过的官方记录。；缺斯图亚特作品全集对各衍生版本编号及流传关系的完整谱系。；缺MFA对该作当前展陈状态及核心作品定位的官方说明。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
52,The Tragic Muse,悲剧缪斯,A,7.863,35.4,low,C–S,6.46,是,对象身份、模特语境及版本未定，可能显著改变其代表性判断。,否,缺MFA官方记录锁定对象、模特身份与作者归属。,MFA藏品库如何记录《悲剧缪斯》的登录号、模特与舞台角色，萨金特作品全集又将其置于哪个版本及创作阶段？,缺MFA官方对象记录确认登录号、日期、尺寸、作者归属与模特身份。；缺萨金特作品全集确认版本、委托背景及其具体舞台角色。；缺该作与MFA其他萨金特肖像在质量及馆藏地位上的权威比较。；缺历任收藏者、展览史及入藏经过。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
53,Mrs. Fiske Warren and Her Daughter,菲斯克·沃伦夫人与女儿,A,8.102,44.8,medium,B–A,2.90,是,馆藏号映射与馆内相对地位尚未核实，可能改变当前层级。,否,缺该作在萨金特成熟期及MFA肖像收藏中的权威定位。,MFA官方条目是否确认64.693对应此作，萨金特作品全集与MFA又如何评价它在其成熟期及本馆肖像收藏中的位置？,缺MFA官方记录确认登录号64.693、日期、尺寸、作者归属及展陈状态。；缺萨金特作品全集及MFA资料对该作在其成熟期和馆内肖像收藏中的相对定位。；缺可靠资料确认委托背景、人物身份及沃伦家族的波士顿社会史关系。；缺历任收藏者、赠购方式及入藏年份。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
54,Vase with Twelve Sunflowers,十二朵向日葵,A,9.204,35.4,low,C–S,6.46,是,馆藏归属存在明确矛盾，必须先确认对象身份才能维持任何层级判断。,否,缺MFA官方记录确认该对象是否确为本馆藏品。,MFA藏品库是否存在题为《十二朵向日葵》的梵高作品；其记录能否与慕尼黑新绘画陈列馆条目及梵高作品全集编号对应？,缺MFA官方藏品库或展厅清单确认该题名对象是否属本馆、登录号为何及是否在展。；缺慕尼黑新绘画陈列馆官方记录核对同名作品的题名、日期、尺寸和归属。；缺梵高作品全集编号以锁定《向日葵》系列中的具体版本与现藏地点。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
55,Landscape at Saint‑Rémy,圣雷米风景,A,8.133,29.2,low,C–S,7.08,是,题名不能唯一锁定版本，而版本差异可能显著改变其艺术史与馆藏地位。,否,缺登录号与梵高作品全集编号以锁定具体版本。,MFA藏品库中哪一登录号对应《圣雷米风景》，其梵高作品全集编号及在圣雷米风景系列中的年代位置为何？,缺MFA官方记录及梵高作品全集编号确认准确题名、登录号、日期、尺寸与具体版本。；缺学术资料说明该版本在梵高圣雷米时期风景画中的年代位置与重要性。；缺与MFA其他梵高及后印象派作品在质量和馆藏地位上的比较。；缺来源史、展览史及官方高清图像。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
56,Madame Ginoux,吉努夫人肖像,A,7.928,37.0,low,C–A,4.73,是,具体版本及作者归属未确认，多版本差异可能改变当前层级。,否,缺作品全集编号与MFA登录号以确认具体版本。,MFA的《吉努夫人肖像》对应哪个登录号和梵高作品全集编号，它与其他吉努夫人版本在年代、构图及重要性上有何差异？,缺MFA官方记录及梵高作品全集编号确认题名、日期、尺寸、归属与具体版本。；缺各吉努夫人肖像版本在构图、年代、媒材与学术重要性上的比较。；缺该作与MFA其他梵高肖像及后印象派作品的馆内地位比较。；缺历任收藏者、展览史及入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
57,Seated Bather,坐着的浴女,B,6.772,21.4,low,C–A,5.90,是,对象与晚期归属均未锁定，核实结果可能改变当前层级。,,缺MFA登录号与雷诺阿作品全集编号锁定对象。,MFA藏品库中哪件作品对应《坐着的浴女》，其雷诺阿作品全集编号、创作日期及在晚期浴女系列中的位置为何？,缺MFA官方记录及雷诺阿作品全集编号确认登录号、准确题名、日期、尺寸和作者归属。；缺学术资料确认其晚期属性及在雷诺阿浴女母题中的质量与重要性。；缺与MFA其他雷诺阿人物画及法国绘画的馆内比较。；缺来源史、入藏记录及官方高清图像。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
58,The Bather,浴女,A,7.871,27.6,low,C–S,7.24,是,通用题名无法锁定对象，而具体版本正决定其现代主义史地位。,否,缺登录号与塞尚作品全集编号锁定具体对象。,MFA所称《浴女》对应哪个登录号和塞尚作品全集编号，其人物题材、日期及在塞尚人体画中的位置为何？,缺MFA官方记录及塞尚作品全集编号确认准确题名、人物题材、日期、尺寸和登录号。；缺学术出版物说明这件具体作品在塞尚人体画及现代主义形式发展中的位置。；缺与MFA其他塞尚人物、静物和风景作品的质量及馆藏地位比较。；缺来源史、展览史及官方高清图像。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
59,Mont Sainte‑Victoire,圣维克多山,A,8.342,35.4,low,C–S,6.46,是,多版本系列尚未锁定具体对象，版本差异可能大幅改变当前判断。,否,缺作品全集编号、日期与视点以锁定圣维克多山版本。,MFA的《圣维克多山》对应哪个登录号和塞尚作品全集编号，其日期、观察视点及在系列中的学术位置为何？,缺MFA官方记录及塞尚作品全集编号锁定具体版本、日期、尺寸和观察视点。；缺该版本在圣维克多山系列中的年代位置、存世比较与学术评价。；缺与MFA其他塞尚及后印象派作品在质量和不可替代性上的馆内比较。；缺来源史、展览史及MFA亮点记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
60,Still‑Life with Apples and Oranges,苹果与橙子静物,A,8.784,27.6,low,C–S,7.24,是,馆藏归属存在明确冲突，且具体版本未定，足以推翻当前判断基础。,否,缺MFA官方记录确认该对象是否确为本馆藏品。,MFA藏品库是否存在题为《苹果与橙子静物》的塞尚作品；其登录号、作品全集编号及现藏地点分别为何？,缺MFA官方记录确认该题名对象是否属本馆、登录号为何及当前是否在展。；缺塞尚作品全集编号及现藏地点记录，以排除与其他博物馆同题或近题作品的混同。；缺学术出版物说明这件具体静物在塞尚生涯及现代绘画空间史中的位置。；缺来源史、展览史、入藏经过及官方高清图像。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
61,Spring Outing of the Tang Court,唐宫春游图,A,8.281,44.8,low,C–A,4.14,是,宋代摹本身份是当前A档的核心依据，若断代或原型关系不成立，Tier可能显著变化。,否,缺MFA官方记录及学术出版对宋代摹本断代、作者归属和唐代原型关系的确认,MFA藏品库中哪一馆藏号对应《唐宫春游图》，馆方及相关中国画图录以何种款印、题跋和风格证据将其定为宋代摹唐本？,缺MFA官方记录及学术出版对宋代摹本断代、作者归属和唐代原型关系的确认；缺该卷与MFA中国人物画及其他存世唐宫图式摹本的发表性比较；缺历代鉴藏印、递藏链及入藏方式记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
62,Three Friends of Winter,岁寒三友图,B,6.620,44.8,medium,C–B,1.74,是,元代断代是当前B档历史价值的前提，若改为后世作品，Tier可能下降。,,缺款识、印章、题跋及风格分析对元代归属而非后世作品的支持,MFA藏品库如何断代这件《岁寒三友图》，其款识、印章、题跋和风格证据是否足以支持元代归属？,缺MFA官方对象记录确认该画的元代断代、材质和规范题名；缺款识、印章、题跋及风格分析对元代归属而非后世作品的支持；缺其与MFA其他松竹梅及元代花木画的馆藏比较；缺递藏链、捐赠者或购买渠道记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
63,"Vase, Ming Yong‑le blue‑and‑white",明永乐青花大瓶,A,7.855,44.8,low,C–A,4.14,是,永乐御窑真品身份直接支撑当前A档；若断代或窑口不同，Tier可能大幅变化。,否,缺胎体、釉面、钴料、纹饰及底款证据确认永乐御窑归属并排除后仿,MFA对应馆藏记录是否将此瓶定为永乐御窑，其底款、胎釉、钴料和纹饰证据如何排除后仿？,缺胎体、釉面、钴料、纹饰及底款证据确认永乐御窑归属并排除后仿；缺MFA官方记录确认馆藏号、确切器型、尺寸和断代；缺与MFA及其他主要馆藏永乐青花大器的发表性品质比较；缺历代来源、入藏方式及修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
64,"Guanyin, Ming Blanc‑de‑Chine",明代德化白瓷观音,B,6.966,44.8,medium,C–A,4.14,是,年代、产地及是否具有名家归属可能使当前B档向A或C移动。,,缺底款、作者印记或窑坊归属的检查结果，以判断是否属于特殊名家或普通产品,MFA馆藏记录是否确认此观音为明代德化作品，底款或作者印记为何，且其品质在馆内德化观音中处于何种位置？,缺MFA官方记录确认确切年代、德化产地、尺寸和材质；缺底款、作者印记或窑坊归属的检查结果，以判断是否属于特殊名家或普通产品；缺MFA所藏德化观音数量、年代、尺寸及品质比较；缺递藏、入藏方式及修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
65,Birds and Flowers by Qian Xuan,钱选花鸟卷,A,7.813,44.8,low,C–A,4.14,是,钱选真迹归属直接支撑当前A档，归属若降为后世仿作或传派作品，Tier可能显著变化。,否,缺签款、题跋、鉴藏印和风格证据支持钱选真迹身份,MFA及钱选作品目录是否收录此卷为钱选真迹，所依据的签款、题跋、鉴藏印和风格证据分别是什么？,缺MFA官方记录确认规范题名、年代及钱选归属；缺签款、题跋、鉴藏印和风格证据支持钱选真迹身份；缺钱选作品目录或学术出版物对该卷的收录、真伪意见和创作生涯定位；缺完整递藏链及入藏方式,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
66,Beauty under the Willow,柳下美人图,A,7.490,43.2,medium,B–A,3.27,是,在MFA同类藏品众多的前提下，印次与保存质量直接决定该单张能否支撑当前A档。,否,缺版次、印次、套色、纸张状态及其与MFA复本的品质比较,MFA哪一馆藏号对应《柳下美人图》，该印本的版次、印刷与保存质量在馆内歌麿同图或同类美人画中排第几？,缺MFA记录确认馆藏号、日文原题、系列、版元及出版年代；缺版次、印次、套色、纸张状态及其与MFA复本的品质比较；缺MFA是否将该印本列为歌麿或浮世绘代表作的展览与出版记录；缺是否来自Morse、Fenollosa、Bigelow等旧藏的来源记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
67,Red‑and‑White Plum Blossoms,红白梅图屏风,A,9.491,43.2,low,C–S,5.68,是,存在明显馆藏归属冲突，且对象身份正是当前高评价的全部基础，必须人工核验。,否,缺与MOA美术馆同名屏风的题名、图像、尺寸、款印及馆藏号逐项比对,MFA藏品库是否存在题为《红白梅图屏风》的光琳作品；其馆藏号、图像、尺寸和款印与MOA美术馆藏本是否完全不同？,缺MFA官方目录中对应《红白梅图屏风》的馆藏号和对象记录；缺与MOA美术馆同名屏风的题名、图像、尺寸、款印及馆藏号逐项比对；若MFA确有相关屏风，缺其作者归属、年代及与光琳构图关系的学术鉴定；缺该对象的来源、入藏经过、展览记录与学术出版,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
68,Ghost of Oiwa,阿岩之幽灵,A,7.306,44.8,medium,B–A,3.79,是,单张版画的版次、状态和馆内相对品质可能使当前A档改为B档。,否,缺版次、印刷品质、色彩与纸张状态及MFA复本数量和品质比较,MFA哪一馆藏号对应《阿岩之幽灵》，该印本的版次、印刷与保存状态在馆内同图复本及其他国芳幽灵版画中处于何种水平？,缺MFA记录确认馆藏号、日文原题、系列、版元、出版年代及图中角色；缺版次、印刷品质、色彩与纸张状态及MFA复本数量和品质比较；缺该印本在MFA国芳收藏中的展览频率、出版著录和馆方代表作定位；缺旧藏来源与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
69,"Fifty‑Three Stations of the Tokaido, Hiratsuka",东海道五十三次·平冢,A,7.262,43.2,medium,B–A,4.05,是,具体系列版本及馆内复本品质决定这张常见系列单幅能否支撑当前A档。,否,缺MFA所藏不同版本《平冢》的数量及品质排名,MFA这件《平冢》属于哪一版《东海道五十三次》，其印次和保存质量在馆内各版《平冢》印本中排第几？,缺MFA记录确认《平冢》所属的具体东海道版本、版元和出版年代；缺版次、印刷清晰度、套色、纸张状态及修复情况评估；缺MFA所藏不同版本《平冢》的数量及品质排名；缺来源、入藏经过与旧藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
70,"Samurai Armor, Momoyama period",桃山时代武士铠甲,A,7.971,44.8,low,C–A,4.14,是,完整性与同时代原配性是当前A档视觉和稀缺价值的核心，若为后期拼装，Tier可能明显变化。,否,缺技术或修复报告确认各部件是否同时代原配，而非后期拼装或替换,MFA的组件清单和修复报告是否确认这套甲胄各部件均为桃山时代原配，其甲胄师铭、家纹或原主能否识别？,缺MFA官方记录确认甲胄专业类型、组件清单、材质和确切年代；缺技术或修复报告确认各部件是否同时代原配，而非后期拼装或替换；缺甲胄师铭、家纹及原主识别结果；缺来源、入藏记录及旧藏历史,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
71,Kano‑school Landscape Screen,狩野派山水屏风,B,6.801,44.8,medium,C–A,4.14,是,具体画家或工作坊层级尚未确定，而该答案可能使当前B档向A或C移动。,,缺落款、印章和风格分析以确定具体画家或工作坊层级,MFA如何依据落款、印章和风格确定这件山水屏风的狩野派归属，它属于哪位画家、哪一工作坊层级，是否原为成对屏风？,缺MFA记录确认屏数、尺寸、材质、装裱结构、年代及狩野派归属；缺落款、印章和风格分析以确定具体画家或工作坊层级；缺是否原为成对屏风及原始委托、宅邸使用语境的资料；缺来源和入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
72,Sarcophagus of Nespaqashuty,内斯帕卡舒提石棺,A,7.981,44.8,medium,B–A,2.90,是,考古语境、铭文特殊性及馆内相对品质可能决定该石棺是否足以维持当前A档。,否,缺与MFA及其他主要馆藏晚期石棺的完整性、稀缺性和品质比较,MFA如何规范转写内斯帕卡舒提的姓名与头衔，该石棺出自哪座墓葬，其铭文、完整性和品质在MFA晚期石棺中处于何种位置？,缺MFA官方记录确认棺主姓名规范转写、头衔、王朝、确切年代和馆藏号；缺考古出土地、墓号、发掘项目及其是否属于MFA—哈佛发掘所得的记录；缺象形文字全文转写翻译，以判断铭文和冥界图像是否具有异常重要性；缺与MFA及其他主要馆藏晚期石棺的完整性、稀缺性和品质比较；缺完整入藏与修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
73,Canopic Jars of Djehutynakht,杰胡提纳克特卡诺匹斯罐,A,7.564,45.0,medium,B–A,2.92,是,当前Tier依赖“同墓原配且完整成套”的核心论断，但该论断尚无官方或发掘资料支撑。,否,缺官方记录确认四罐确属同一墓葬的原始完整套组,MFA馆藏记录及相关发掘出版分别给出这四罐哪些馆藏号、年代和墓号，是否明确证明它们原配成套，并有多少可比的中王国雪花石膏完整套组存世？,缺MFA官方记录列明四件馆藏号、年代，并确认均属杰胡提纳克特同一墓葬的原始套组；缺技术报告确认四罐及塞盖的原始完整度、后配部分与修复范围；缺中王国雪花石膏卡诺匹斯罐完整套组的存世统计及其在MFA馆内的比较位置；缺发掘分配与入藏档案的完整链条,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
74,Painted Coffin of Djehutynakht,杰胡提纳克特彩绘木棺,A,8.602,44.8,medium,B–S,5.52,是,棺具身份、墓葬原始关系和比较地位均直接支撑当前Tier，但现有材料只有未经引证的概述。,否,缺官方及发掘记录确认棺具身份和墓葬组合关系,MFA馆藏库和相关发掘出版将这件彩绘木棺认定为何种棺具构件、出自哪个墓号，其棺文与图像在中王国木棺研究中获得何种比较评价？,缺MFA官方记录确认馆藏号、准确年代，以及该件属于内棺、外棺还是其他棺具构件；缺发掘记录证明该棺与杰胡提纳克特墓葬及其他随葬品的原始组合关系；缺权威出版对棺文、器物图像及其在中王国彩绘木棺体系中地位的论证；缺技术报告说明原始构件比例、后配部分及彩绘修复范围；缺完整的分配与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
75,Bust of Septimius Severus,塞普蒂米乌斯·塞维鲁胸像,A,7.449,44.8,low,C–A,4.14,是,作者身份、年代类型及原作比例均属定级核心事实，目前未获馆方或学术资料确认。,否,缺权威资料确认皇帝身份、肖像类型及古代原作范围,MFA官方编目如何论证这件胸像属于塞普蒂米乌斯·塞维鲁的哪一肖像类型，保护记录认定多少部分为古代原作，它在馆内罗马帝王胸像中处于何种位置？,缺MFA官方编目及肖像类型研究确认其为塞普蒂米乌斯·塞维鲁、具体类型与年代；缺技术鉴定区分古代雕刻、后世补配与现代修复部分；缺与MFA其他罗马帝王胸像及权威同型实例的质量和重要性比较；缺可靠的出土地、所有权流转及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
76,Mosaic: Drinking Contest of Dionysus,狄俄尼索斯饮酒赛马赛克,A,7.640,43.0,low,C–A,4.28,是,大型空间冲击、原始保存度和叙事识别均是当前Tier的主要依据，但都缺乏可核查证据。,否,缺原始尺寸、保存比例和修复范围的技术记录,MFA馆藏与保护记录给出的马赛克尺寸、原始保存比例、出土地和原建筑位置是什么，学术出版是否确认其为“狄俄尼索斯饮酒赛”，并如何评价其规模与质量？,缺MFA官方记录确认馆藏号、准确年代、出土地及原建筑和房间位置；缺整体尺寸、原始镶嵌保存比例、补配修复范围及现展安装记录；缺学术资料确认“狄俄尼索斯饮酒赛”的人物身份和叙事情节；缺与MFA其他马赛克及重要晚期罗马地面马赛克的规模和质量比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
77,Bronze Statue of a Youth,青年男子青铜像,A,7.984,44.8,low,C–S,5.52,是,原作年代与文化归属直接决定其稀缺性和艺术史分量，目前尚无可核查的鉴定资料。,否,缺技术与编目证据确认其为古希腊化青铜原作,MFA官方编目和检测报告依据哪些年代学、合金与铸造证据将这件青年像认定为希腊化时期原作，学术研究又将其排在存世同类作品的何种位置？,缺MFA官方编目和技术研究确认其为古代希腊化时期原作，而非后期复制、重铸或其他文化产品；缺合金、铸造工艺、原始构件比例、缺失部分及修复范围的检测报告；缺与存世希腊化青铜人物像及MFA馆内同类藏品的学术比较和地位评估；缺可靠的出土地、所有权流转和入藏档案,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
