# mfa_boston_ext 的 metadata 取值译名表
# kind 固定 meta_value_text；key 与 zh 都是抽出来的中文原值
# confidence：官方=通行既定译名 / AI=机器翻译 / 存疑=拿不准，优先人工复核
# **人名一栏是回译不是翻译**：拿不准就留中文并标存疑，
#   造一个不存在的拼写（沙金 -> Shajin）比留着中文更糟。
kind,key,zh,en,confidence,used_by
meta_value_text,保羅·高更,保羅·高更,Paul Gauguin,官方,artist
meta_value_text,偉恩·第伯,偉恩·第伯,Wayne Thiebaud,官方,artist
meta_value_text,光琳,光琳,Ogata Kōrin,官方,artist
meta_value_text,克劳德·莫奈,克劳德·莫奈,Claude Monet,官方,artist
meta_value_text,克洛德·洛兰,克洛德·洛兰,Claude Lorrain,官方,artist
meta_value_text,克里斯多福·伍爾,克里斯多福·伍爾,Christopher Wool,官方,artist
meta_value_text,克雷斯皮·朱瑟貝,克雷斯皮·朱瑟貝,Giuseppe Maria Crespi,官方,artist
meta_value_text,公元 700–1520 年,公元 700–1520 年,700–1520 CE,AI,date_absolute
meta_value_text,公元前 14 世纪,公元前 14 世纪,14th century BCE,AI,date_absolute
meta_value_text,公元前 2010–1961,公元前 2010–1961,2010–1961 BCE,AI,date_absolute
meta_value_text,公元前 2010–1961 年,公元前 2010–1961 年,2010–1961 BCE,AI,date_absolute
meta_value_text,公元前 2490–2472,公元前 2490–2472,2490–2472 BCE,AI,date_absolute
meta_value_text,公元前 3 世纪末,公元前 3 世纪末,late 3rd century BCE,AI,date_absolute
meta_value_text,公元前 538–519,公元前 538–519,538–519 BCE,AI,date_absolute
meta_value_text,公元前 883–859 年,公元前 883–859 年,883–859 BCE,AI,date_absolute
meta_value_text,公元前 900–600 年,公元前 900–600 年,900–600 BCE,AI,date_absolute
meta_value_text,凱德·威利,凱德·威利,Kehinde Wiley,官方,artist
meta_value_text,凱瑞·詹姆斯·馬歇爾,凱瑞·詹姆斯·馬歇爾,Kerry James Marshall,官方,artist
meta_value_text,切斯特·哈丁,切斯特·哈丁,Chester Harding,官方,artist
meta_value_text,利維奧·梅烏斯,利維奧·梅烏斯,Livio Mehus,官方,artist
meta_value_text,加埃塔諾·佩謝,加埃塔諾·佩謝,Gaetano Pesce,官方,artist
meta_value_text,加布里埃爾·梅曲,加布里埃爾·梅曲,Gabriel Metsu,官方,artist
meta_value_text,加斯帕德·杜格,加斯帕德·杜格,Gaspard Dughet,官方,artist
meta_value_text,加纳莱托,加纳莱托,Canaletto,官方,artist
meta_value_text,加里·梅爾徹斯,加里·梅爾徹斯,Gari Melchers,官方,artist
meta_value_text,勞倫斯·阿爾瑪-塔德瑪,勞倫斯·阿爾瑪-塔德瑪,Lawrence Alma-Tadema,官方,artist
meta_value_text,北宋,北宋,Northern Song dynasty,官方,polity
meta_value_text,南达拉·玻色,南达拉·玻色,Nandalal Bose,官方,artist
meta_value_text,博尼法齐奥·韦罗内塞,博尼法齐奥·韦罗内塞,Bonifazio Veronese,官方,artist
meta_value_text,博韦皇家地毯手工厂,博韦皇家地毯手工厂,Beauvais Royal Manufactory,官方,artist
meta_value_text,卡尔·博德默,卡尔·博德默,Karl Bodmer,官方,artist
meta_value_text,卡洛·多爾齊,卡洛·多爾齊,Carlo Dolci,官方,artist
meta_value_text,卡洛·馬拉塔,卡洛·馬拉塔,Carlo Maratta,官方,artist
meta_value_text,卡爾·法布里蒂烏斯,卡爾·法布里蒂烏斯,Carel Fabritius,官方,artist
meta_value_text,卡米耶·畢沙羅,卡米耶·畢沙羅,Camille Pissarro,官方,artist
meta_value_text,卡罗·克里韦利,卡罗·克里韦利,Carlo Crivelli,官方,artist
meta_value_text,卡雷尔·阿佩尔,卡雷尔·阿佩尔,Karel Appel,官方,artist
meta_value_text,卢卡·焦尔达诺,卢卡·焦尔达诺,Luca Giordano,官方,artist
meta_value_text,卢卡斯·范·莱顿,卢卡斯·范·莱顿,Lucas van Leyden,官方,artist
meta_value_text,卢多尔夫·巴克赫伊森,卢多尔夫·巴克赫伊森,Ludolf Bakhuizen,官方,artist
meta_value_text,厄斯塔什·勒叙厄尔,厄斯塔什·勒叙厄尔,Eustache Le Sueur,官方,artist
meta_value_text,古斯塔夫·卡耶博特,古斯塔夫·卡耶博特,Gustave Caillebotte,官方,artist
meta_value_text,古斯塔夫·多雷,古斯塔夫·多雷,Gustave Doré,官方,artist
meta_value_text,吉姆·戴恩,吉姆·戴恩,Jim Dine,官方,artist
meta_value_text,吉尔伯特·斯图尔特,吉尔伯特·斯图尔特,Gilbert Stuart,官方,artist
meta_value_text,吉田博,吉田博,Yoshida Hiroshi,官方,artist
meta_value_text,吉诺·塞韦里尼,吉诺·塞韦里尼,Gino Severini,官方,artist
meta_value_text,含黑色包裹体的硬玉,含黑色包裹体的硬玉,jadeite with black inclusions,AI,material
meta_value_text,周季常,周季常,Zhou Jichang,官方,artist
meta_value_text,喜多川歌麿,喜多川歌麿,Kitagawa Utamaro,官方,artist
meta_value_text,喬托·迪·邦多內,喬托·迪·邦多內,Giotto di Bondone,官方,artist
meta_value_text,喬斯·凡·克里夫,喬斯·凡·克里夫,Joos van Cleve,官方,artist
meta_value_text,喬治·亨利·鮑頓,喬治·亨利·鮑頓,George Henry Boughton,官方,artist
meta_value_text,喬治·凱勒·賓漢,喬治·凱勒·賓漢,George Caleb Bingham,官方,artist
meta_value_text,喬治·布拉克,喬治·布拉克,Georges Braque,官方,artist
meta_value_text,喬治·皮埃尔·秀拉,喬治·皮埃尔·秀拉,Georges Pierre Seurat,官方,artist
meta_value_text,喬治·羅姆尼,喬治·羅姆尼,George Romney,官方,artist
meta_value_text,喬治·英尼斯,喬治·英尼斯,George Inness,官方,artist
meta_value_text,喬治·貝洛斯,喬治·貝洛斯,George Bellows,官方,artist
meta_value_text,喬治亞·歐姬芙,喬治亞·歐姬芙,Georgia O’Keeffe,官方,artist
meta_value_text,喬瓦尼·巴蒂斯塔·奇普里亞尼,喬瓦尼·巴蒂斯塔·奇普里亞尼,Giovanni Battista Cipriani,官方,artist
meta_value_text,喬納森·理查德森,喬納森·理查德森,Jonathan Richardson,官方,artist
meta_value_text,喬萬尼·巴蒂斯塔·羅勃洛,喬萬尼·巴蒂斯塔·羅勃洛,喬萬尼·巴蒂斯塔·羅勃洛,存疑,artist
meta_value_text,土佐光起,土佐光起,Tosa Mitsuoki,官方,artist
meta_value_text,土田麥僊,土田麥僊,Tsuchida Bakusen,官方,artist
meta_value_text,圭尔奇诺,圭尔奇诺,Guercino,官方,artist
meta_value_text,埃内斯特·梅索尼埃,埃内斯特·梅索尼埃,Jean-Louis-Ernest Meissonier,官方,artist
meta_value_text,埃及,埃及,Egypt,官方,origin_place
meta_value_text,埃尔·格列柯,埃尔·格列柯,El Greco,官方,artist
meta_value_text,埃尔斯沃斯·凯利,埃尔斯沃斯·凯利,Ellsworth Kelly,官方,artist
meta_value_text,埃德加·德加,埃德加·德加,Edgar Degas,官方,artist
meta_value_text,埃德溫·奧斯丁·阿貝,埃德溫·奧斯丁·阿貝,Edwin Austin Abbey,官方,artist
meta_value_text,埃瓦利斯特·維塔勒·盧米納伊斯,埃瓦利斯特·維塔勒·盧米納伊斯,Évariste Vital Luminais,官方,artist
meta_value_text,埃米尔·贝尔纳,埃米尔·贝尔纳,Émile Bernard,官方,artist
meta_value_text,埃赫隆·范德内尔,埃赫隆·范德内尔,Eglon van der Neer,官方,artist
meta_value_text,埃马努埃尔·洛伊策,埃马努埃尔·洛伊策,Emanuel Leutze,官方,artist
meta_value_text,堂本印象,堂本印象,Dōmoto Inshō,官方,artist
meta_value_text,塞巴斯蒂亚诺·孔卡,塞巴斯蒂亚诺·孔卡,Sebastiano Conca,官方,artist
meta_value_text,塞巴斯蒂亚诺·里奇,塞巴斯蒂亚诺·里奇,Sebastiano Ricci,官方,artist
meta_value_text,塞巴斯蒂安·布尔东,塞巴斯蒂安·布尔东,Sébastien Bourdon,官方,artist
meta_value_text,夏尔-弗朗索瓦·多比尼,夏尔-弗朗索瓦·多比尼,Charles-François Daubigny,官方,artist
meta_value_text,夏爾-埃米爾·雅克,夏爾-埃米爾·雅克,Charles-Émile Jacque,官方,artist
meta_value_text,多明尼克·帕碑提,多明尼克·帕碑提,Domenico Panetti,官方,artist
meta_value_text,多明尼科·費提,多明尼科·費提,Domenico Fetti,官方,artist
meta_value_text,多梅尼科·丁托列托,多梅尼科·丁托列托,Domenico Tintoretto,官方,artist
meta_value_text,多梅尼科·吉兰达约,多梅尼科·吉兰达约,Domenico Ghirlandaio,官方,artist
meta_value_text,多梅尼科·貝卡富米,多梅尼科·貝卡富米,Domenico Beccafumi,官方,artist
meta_value_text,多納托·克雷蒂,多納托·克雷蒂,Donato Creti,官方,artist
meta_value_text,多色木版画,多色木版画,polychrome woodblock print,AI,material
meta_value_text,大卫·霍克尼,大卫·霍克尼,David Hockney,官方,artist
meta_value_text,大理石,大理石,marble,AI,material
meta_value_text,失蜡法铸铜合金,失蜡法铸铜合金,lost-wax cast copper alloy,AI,material
meta_value_text,头部 1–2 世纪、身躯公元前 1 世纪末–公元 1 世纪初,头部 1–2 世纪、身躯公元前 1 世纪末–公元 1 世纪初,head: 1st–2nd century CE; body: late 1st century BCE–early 1st century CE,AI,date_absolute
meta_value_text,夹纻漆,夹纻漆,dry lacquer,AI,material
meta_value_text,奎多,奎多,奎多,存疑,artist
meta_value_text,奥古斯特·埃尔班,奥古斯特·埃尔班,Auguste Herbin,官方,artist
meta_value_text,奥拉斯·韦尔内,奥拉斯·韦尔内,Horace Vernet,官方,artist
meta_value_text,奥拉齐奥·真蒂莱斯基,奥拉齐奥·真蒂莱斯基,Orazio Gentileschi,官方,artist
meta_value_text,奥斯卡·弗洛里安斯·布鲁姆纳,奥斯卡·弗洛里安斯·布鲁姆纳,Oscar Florianus Bluemner,官方,artist
meta_value_text,奥斯卡·柯克西卡,奥斯卡·柯克西卡,Oskar Kokoschka,官方,artist
meta_value_text,奥斯卡·费钦格,奥斯卡·费钦格,Oskar Fischinger,官方,artist
meta_value_text,奥诺雷·杜米埃,奥诺雷·杜米埃,Honoré Daumier,官方,artist
meta_value_text,奧托·馬爾斯尤斯·馮·世里克,奧托·馬爾斯尤斯·馮·世里克,Otto Marseus van Schrieck,官方,artist
meta_value_text,委拉斯開茲,委拉斯開茲,Diego Velázquez,官方,artist
meta_value_text,威廉·哈密尔顿,威廉·哈密尔顿,William Hamilton,官方,artist
meta_value_text,威廉·埃蒂,威廉·埃蒂,William Etty,官方,artist
meta_value_text,威廉·基思,威廉·基思,William Keith,官方,artist
meta_value_text,威廉·奧爾彭,威廉·奧爾彭,William Orpen,官方,artist
meta_value_text,威廉·布莱克,威廉·布莱克,William Blake,官方,artist
meta_value_text,威廉·德·库宁,威廉·德·库宁,Willem de Kooning,官方,artist
meta_value_text,威廉·德赫斯,威廉·德赫斯,William de Haas,官方,artist
meta_value_text,威廉·格拉肯斯,威廉·格拉肯斯,William Glackens,官方,artist
meta_value_text,威廉·梅里特·蔡斯,威廉·梅里特·蔡斯,William Merritt Chase,官方,artist
meta_value_text,威廉·比奇,威廉·比奇,William Beechey,官方,artist
meta_value_text,威廉·特羅斯特·理查茲,威廉·特羅斯特·理查茲,William Trost Richards,官方,artist
meta_value_text,威廉·瑞莫,威廉·瑞莫,William Rimmer,官方,artist
meta_value_text,威廉·莫里斯·亨特,威廉·莫里斯·亨特,William Morris Hunt,官方,artist
meta_value_text,威廉·蘭尼,威廉·蘭尼,William Ranney,官方,artist
meta_value_text,威廉·西格爵士,威廉·西格爵士,Sir William Segar,官方,artist
meta_value_text,威廉·贺加斯,威廉·贺加斯,William Hogarth,官方,artist
meta_value_text,威廉·阿道夫·布格罗,威廉·阿道夫·布格罗,William-Adolphe Bouguereau,官方,artist
meta_value_text,威廉·霍爾布魯克·比爾德,威廉·霍爾布魯克·比爾德,William Holbrook Beard,官方,artist
meta_value_text,威廉·麥葛雷格·帕克斯頓,威廉·麥葛雷格·帕克斯頓,William McGregor Paxton,官方,artist
meta_value_text,威拉德·梅特卡夫,威拉德·梅特卡夫,Willard Metcalf,官方,artist
meta_value_text,威納·凡·丹·華卻特,威納·凡·丹·華卻特,Werner van den Valckert,官方,artist
meta_value_text,安东尼·范戴克,安东尼·范戴克,Anthony van Dyck,官方,artist
meta_value_text,安东尼奥·卡拉奇,安东尼奥·卡拉奇,Antonio Carracci,官方,artist
meta_value_text,安东尼奥·洛佩斯·加西亚,安东尼奥·洛佩斯·加西亚,Antonio López García,官方,artist
meta_value_text,安东尼奥·瓦拉斯,安东尼奥·瓦拉斯,安东尼奥·瓦拉斯,存疑,artist
meta_value_text,安东尼奥·达·柯勒乔,安东尼奥·达·柯勒乔,Antonio da Correggio,官方,artist
meta_value_text,安塞姆•基弗,安塞姆•基弗,Anselm Kiefer,官方,artist
meta_value_text,安德斯·佐恩,安德斯·佐恩,Anders Zorn,官方,artist
meta_value_text,安德烈·德兰,安德烈·德兰,André Derain,官方,artist
meta_value_text,安德里亞·索拉里,安德里亞·索拉里,Andrea Solari,官方,artist
meta_value_text,安德里亞·萬尼,安德里亞·萬尼,Andrea Vanni,官方,artist
meta_value_text,安德魯·魏斯,安德魯·魏斯,Andrew Wyeth,官方,artist
meta_value_text,安托万-路易·巴里,安托万-路易·巴里,Antoine-Louis Barye,官方,artist
meta_value_text,安東·毛沃,安東·毛沃,Anton Mauve,官方,artist
meta_value_text,安東尼奧·佩萊格里尼,安東尼奧·佩萊格里尼,Giovanni Antonio Pellegrini,官方,artist
meta_value_text,安東尼奧·坦佩斯塔,安東尼奧·坦佩斯塔,Antonio Tempesta,官方,artist
meta_value_text,安東尼奧·岡薩雷茲·維拉斯奎茲,安東尼奧·岡薩雷茲·維拉斯奎茲,Antonio González Velázquez,官方,artist
meta_value_text,安迪·沃荷,安迪·沃荷,Andy Warhol,官方,artist
meta_value_text,宋徽宗,宋徽宗,Emperor Huizong of Song,官方,artist
meta_value_text,官方御用瓷,官方御用瓷,imperial porcelain,AI,material
meta_value_text,富岡鐵齋,富岡鐵齋,Tomioka Tessai,官方,artist
meta_value_text,尊·韋德·亞歷山大,尊·韋德·亞歷山大,John White Alexander,官方,artist
meta_value_text,小亞歷山大·波普,小亞歷山大·波普,Alexander Pope Jr.,官方,artist
meta_value_text,小卢卡斯·克拉纳赫,小卢卡斯·克拉纳赫,Lucas Cranach the Younger,官方,artist
meta_value_text,小埃米爾·科薩,小埃米爾·科薩,Emil Kosa Jr.,官方,artist
meta_value_text,小威廉·范德费尔德,小威廉·范德费尔德,Willem van de Velde the Younger,官方,artist
meta_value_text,小戴维·泰尼尔斯,小戴维·泰尼尔斯,David Teniers the Younger,官方,artist
meta_value_text,小林永濯,小林永濯,Kobayashi Eitaku,官方,artist
meta_value_text,小艾倫·拉姆齊,小艾倫·拉姆齊,Allan Ramsay Jr.,官方,artist
meta_value_text,尚·梅金傑,尚·梅金傑,Jean Metzinger,官方,artist
meta_value_text,尤利乌斯·比西尔,尤利乌斯·比西尔,Julius Bissier,官方,artist
meta_value_text,尤斯圖斯·蘇斯特曼斯,尤斯圖斯·蘇斯特曼斯,Justus Sustermans,官方,artist
meta_value_text,尤瑟夫·卡希,尤瑟夫·卡希,Yousuf Karsh,官方,artist
meta_value_text,尼古拉·德·斯塔埃尔,尼古拉·德·斯塔埃尔,Nicolas de Staël,官方,artist
meta_value_text,尼古拉·德拉吉利耶,尼古拉·德拉吉利耶,Nicolas de Largillière,官方,artist
meta_value_text,尼古拉·普桑,尼古拉·普桑,Nicolas Poussin,官方,artist
meta_value_text,尼古拉·朗克雷,尼古拉·朗克雷,Nicolas Lancret,官方,artist
meta_value_text,尼古拉斯·彼得松·贝尔赫姆,尼古拉斯·彼得松·贝尔赫姆,Nicolaes Pieterszoon Berchem,官方,artist
meta_value_text,尼古拉斯·马斯,尼古拉斯·马斯,Nicolaes Maes,官方,artist
meta_value_text,尼可洛·迪·皮埃特羅·傑里尼,尼可洛·迪·皮埃特羅·傑里尼,Niccolò di Pietro Gerini,官方,artist
meta_value_text,尼日利亚,尼日利亚,Nigeria,官方,origin_place
meta_value_text,尼爾·威利弗,尼爾·威利弗,Neil Welliver,官方,artist
meta_value_text,尾形乾山,尾形乾山,Ogata Kenzan,官方,artist
meta_value_text,局部鎏金银器、镌刻装饰,局部鎏金银器、镌刻装饰,parcel-gilt silver with engraved decoration,AI,material
meta_value_text,居斯塔夫·库尔贝,居斯塔夫·库尔贝,Gustave Courbet,官方,artist
meta_value_text,"岡田謙三,","岡田謙三,",Kenzo Okada,官方,artist
meta_value_text,巴勃羅·畢卡索,巴勃羅·畢卡索,Pablo Picasso,官方,artist
meta_value_text,巴尔塔萨·范·德·阿斯特,巴尔塔萨·范·德·阿斯特,Balthasar van der Ast,官方,artist
meta_value_text,巴布亚新几内亚,巴布亚新几内亚,Papua New Guinea,官方,origin_place
meta_value_text,巴德·霍普金斯,巴德·霍普金斯,Budd Hopkins,官方,artist
meta_value_text,巴托洛梅·埃斯特萬·牟利羅,巴托洛梅·埃斯特萬·牟利羅,Bartolomé Esteban Murillo,官方,artist
meta_value_text,巴托羅密歐·維內托,巴托羅密歐·維內托,Bartolomeo Veneto,官方,artist
meta_value_text,巴拿马,巴拿马,Panama,官方,origin_place
meta_value_text,巴爾托洛梅奧·帕薩羅蒂,巴爾托洛梅奧·帕薩羅蒂,Bartolomeo Passarotti,官方,artist
meta_value_text,巴爾托洛梅奧·維瓦里尼,巴爾托洛梅奧·維瓦里尼,Bartolomeo Vivarini,官方,artist
meta_value_text,巴里斯·博爾多內,巴里斯·博爾多內,Paris Bordone,官方,artist
meta_value_text,布拉曼蒂诺,布拉曼蒂诺,Bramantino,官方,artist
meta_value_text,布面油画,布面油画,oil on canvas,AI,material
meta_value_text,希腊,希腊,Greece,官方,origin_place
meta_value_text,帕尔马·乔凡尼,帕尔马·乔凡尼,Palma il Giovane,官方,artist
meta_value_text,帕特裏克·休斯,帕特裏克·休斯,Patrick Hughes,官方,artist
meta_value_text,帕罗·德·麦缇斯,帕罗·德·麦缇斯,Paolo de Matteis,官方,artist
meta_value_text,康斯坦·特魯瓦永,康斯坦·特魯瓦永,Constant Troyon,官方,artist
meta_value_text,弗兰斯.斯尼德斯,弗兰斯.斯尼德斯,Frans Snyders,官方,artist
meta_value_text,弗兰斯·哈尔斯,弗兰斯·哈尔斯,Frans Hals,官方,artist
meta_value_text,弗拉·安杰利科,弗拉·安杰利科,Fra Angelico,官方,artist
meta_value_text,弗朗兹·克兰,弗朗兹·克兰,Franz Kline,官方,artist
meta_value_text,弗朗兹·克萨韦尔·温特哈尔特,弗朗兹·克萨韦尔·温特哈尔特,Franz Xaver Winterhalter,官方,artist
meta_value_text,弗朗切斯科·克萊門特,弗朗切斯科·克萊門特,Francesco Clemente,官方,artist
meta_value_text,弗朗切斯科·卡伊罗,弗朗切斯科·卡伊罗,Francesco Cairo,官方,artist
meta_value_text,弗朗切斯科·德爾·科薩,弗朗切斯科·德爾·科薩,Francesco del Cossa,官方,artist
meta_value_text,弗朗切斯科·瓜尔迪,弗朗切斯科·瓜尔迪,Francesco Guardi,官方,artist
meta_value_text,弗朗切斯科·迪·喬爾吉奧·馬爾提尼,弗朗切斯科·迪·喬爾吉奧·馬爾提尼,Francesco di Giorgio Martini,官方,artist
meta_value_text,弗朗索瓦-于贝尔·德鲁埃,弗朗索瓦-于贝尔·德鲁埃,François-Hubert Drouais,官方,artist
meta_value_text,弗朗索瓦-格扎维埃·法布尔,弗朗索瓦-格扎维埃·法布尔,François-Xavier Fabre,官方,artist
meta_value_text,弗朗索瓦-約瑟夫·納維茲,弗朗索瓦-約瑟夫·納維茲,François-Joseph Navez,官方,artist
meta_value_text,弗朗索瓦-路易·法兰西,弗朗索瓦-路易·法兰西,François-Louis Français,官方,artist
meta_value_text,弗朗索瓦·布歇,弗朗索瓦·布歇,François Boucher,官方,artist
meta_value_text,弗朗茨·冯·伦巴赫,弗朗茨·冯·伦巴赫,Franz von Lenbach,官方,artist
meta_value_text,弗朗茨·马克,弗朗茨·马克,Franz Marc,官方,artist
meta_value_text,弗朗西斯科·德·苏巴朗,弗朗西斯科·德·苏巴朗,Francisco de Zurbarán,官方,artist
meta_value_text,弗朗西斯科·戈雅,弗朗西斯科·戈雅,Francisco Goya,官方,artist
meta_value_text,弗朗西斯科·阿爾巴尼,弗朗西斯科·阿爾巴尼,Francesco Albani,官方,artist
meta_value_text,弗蘭斯・波斯特,弗蘭斯・波斯特,Frans Post,官方,artist
meta_value_text,弗里德尔·祖巴斯,弗里德尔·祖巴斯,Friedel Dzubas,官方,artist
meta_value_text,弗雷德里克·卡尔·弗里塞克,弗雷德里克·卡尔·弗里塞克,Frederick Carl Frieseke,官方,artist
meta_value_text,弗雷德里克·埃德溫·丘奇,弗雷德里克·埃德溫·丘奇,Frederic Edwin Church,官方,artist
meta_value_text,弗雷德里克·阿瑟·布里奇曼,弗雷德里克·阿瑟·布里奇曼,Frederick Arthur Bridgman,官方,artist
meta_value_text,弗雷德里克·雷明顿,弗雷德里克·雷明顿,Frederic Remington,官方,artist
meta_value_text,张萱,张萱,Zhang Xuan,官方,artist
meta_value_text,彩釉陶器,彩釉陶器,ceramic with colored glazes,AI,material
meta_value_text,彼得·F·羅斯梅爾,彼得·F·羅斯梅爾,Peter F. Rothermel,官方,artist
meta_value_text,彼得·保羅·魯本斯,彼得·保羅·魯本斯,Peter Paul Rubens,官方,artist
meta_value_text,彼得·克拉斯,彼得·克拉斯,Pieter Claesz,官方,artist
meta_value_text,彼得·布鲁姆,彼得·布鲁姆,Peter Blume,官方,artist
meta_value_text,彼得·庫克·范·阿爾斯特,彼得·庫克·范·阿爾斯特,Pieter Coecke van Aelst,官方,artist
meta_value_text,彼得·德霍赫,彼得·德霍赫,Pieter de Hooch,官方,artist
meta_value_text,彼得·拉斯特曼,彼得·拉斯特曼,Pieter Lastman,官方,artist
meta_value_text,德拉罗什,德拉罗什,Paul Delaroche,官方,artist
meta_value_text,恩斯特·路德维希·基希纳,恩斯特·路德维希·基希纳,Ernst Ludwig Kirchner,官方,artist
meta_value_text,愛德華·伯恩-瓊斯,愛德華·伯恩-瓊斯,Edward Burne-Jones,官方,artist
meta_value_text,愛德華·史泰欽,愛德華·史泰欽,Edward Steichen,官方,artist
meta_value_text,愛德華·莫蘭,愛德華·莫蘭,Edward Moran,官方,artist
meta_value_text,愛德華·蒙克,愛德華·蒙克,Edvard Munch,官方,artist
meta_value_text,愛德華·霍普,愛德華·霍普,Edward Hopper,官方,artist
meta_value_text,愛德華·馬奈,愛德華·馬奈,Édouard Manet,官方,artist
meta_value_text,愛立信,愛立信,愛立信,存疑,artist
meta_value_text,愛麗絲·尼爾,愛麗絲·尼爾,Alice Neel,官方,artist
meta_value_text,戈弗雷·内勒,戈弗雷·内勒,Godfrey Kneller,官方,artist
meta_value_text,戈弗雷內勒,戈弗雷內勒,Godfrey Kneller,官方,artist
meta_value_text,手卷,手卷,handscroll,AI,material
meta_value_text,托馬斯·哈特·本頓,托馬斯·哈特·本頓,Thomas Hart Benton,官方,artist
meta_value_text,托馬斯·庚斯博羅,托馬斯·庚斯博羅,Thomas Gainsborough,官方,artist
meta_value_text,托馬斯·科爾,托馬斯·科爾,Thomas Cole,官方,artist
meta_value_text,托马·库蒂尔,托马·库蒂尔,Thomas Couture,官方,artist
meta_value_text,托马斯·劳伦斯,托马斯·劳伦斯,Thomas Lawrence,官方,artist
meta_value_text,托马斯·埃金斯,托马斯·埃金斯,Thomas Eakins,官方,artist
meta_value_text,托马斯·结露,托马斯·结露,Thomas Dewing,官方,artist
meta_value_text,扬·利芬斯,扬·利芬斯,Jan Lievens,官方,artist
meta_value_text,扬·戴维茨·德赫姆,扬·戴维茨·德赫姆,Jan Davidsz. de Heem,官方,artist
meta_value_text,扬·斯滕,扬·斯滕,Jan Steen,官方,artist
meta_value_text,扬·波赛利斯,扬·波赛利斯,Jan Porcellis,官方,artist
meta_value_text,扬·范斯科雷尔,扬·范斯科雷尔,Jan van Scorel,官方,artist
meta_value_text,扬·范霍延,扬·范霍延,Jan van Goyen,官方,artist
meta_value_text,扬·莫勒纳尔,扬·莫勒纳尔,Jan Miense Molenaer,官方,artist
meta_value_text,扬·阿瑟莱恩,扬·阿瑟莱恩,Jan Asselijn,官方,artist
meta_value_text,扬·霍萨特,扬·霍萨特,Jan Gossaert,官方,artist
meta_value_text,折叠式屏風,折叠式屏風,folding screen,AI,material
meta_value_text,拉尔夫·厄尔,拉尔夫·厄尔,Ralph Earl,官方,artist
meta_value_text,拉斐尔·圣齐奥,拉斐尔·圣齐奥,Raffaello Sanzio,官方,artist
meta_value_text,拉维尼亚·丰塔纳,拉维尼亚·丰塔纳,Lavinia Fontana,官方,artist
meta_value_text,拉里·彭斯,拉里·彭斯,Larry Poons,官方,artist
meta_value_text,拉里·里弗斯,拉里·里弗斯,Larry Rivers,官方,artist
meta_value_text,提香,提香,Titian,官方,artist
meta_value_text,揚·威爾登斯,揚·威爾登斯,Jan Wildens,官方,artist
meta_value_text,揚·德·比爾,揚·德·比爾,Jan de Beer,官方,artist
meta_value_text,揚·范·惠瑟姆,揚·范·惠瑟姆,Jan van Huysum,官方,artist
meta_value_text,揚·范德爾·海登,揚·范德爾·海登,Jan van der Heyden,官方,artist
meta_value_text,文森特·德赛德里奥,文森特·德赛德里奥,Vincent Desiderio,官方,artist
meta_value_text,文森特·梵高,文森特·梵高,Vincent van Gogh,官方,artist
meta_value_text,斯卡塞利诺,斯卡塞利诺,Scarsellino,官方,artist
meta_value_text,斯图亚特·戴维斯,斯图亚特·戴维斯,Stuart Davis,官方,artist
meta_value_text,新西兰,新西兰,New Zealand,官方,origin_place
meta_value_text,日本,日本,Japan,官方,origin_place
meta_value_text,是 MFA 史上最大的一批欧洲绘画捐赠,是 MFA 史上最大的一批欧洲绘画捐赠,The largest gift of European paintings in MFA history,AI,acquisition
meta_value_text,是 MFA 馆史上最重要的中国书画捐赠,是 MFA 馆史上最重要的中国书画捐赠,The most important gift of Chinese paintings and calligraphy in MFA history,AI,acquisition
meta_value_text,是馆史上最重要的中国书画捐赠,是馆史上最重要的中国书画捐赠,The most important gift of Chinese paintings and calligraphy in the museum's history,AI,acquisition
meta_value_text,曾我萧白,曾我萧白,Soga Shōhaku,官方,artist
meta_value_text,月冈芳年,月冈芳年,Tsukioka Yoshitoshi,官方,artist
meta_value_text,朝鲜,朝鲜,Joseon dynasty,官方,polity
meta_value_text,木,木,wood,AI,material
meta_value_text,木、彩绘,木、彩绘,wood with polychromy,AI,material
meta_value_text,木材,木材,wood,AI,material
meta_value_text,木造,木造,wood,AI,material
meta_value_text,木面板,木面板,wood panel,AI,material
meta_value_text,本·尼科尔森,本·尼科尔森,Ben Nicholson,官方,artist
meta_value_text,本杰明·委斯特,本杰明·委斯特,Benjamin West,官方,artist
meta_value_text,朱利奥·切萨雷·普罗卡奇尼,朱利奥·切萨雷·普罗卡奇尼,Giulio Cesare Procaccini,官方,artist
meta_value_text,朱利安·奥尔登·韦尔,朱利安·奥尔登·韦尔,Julian Alden Weir,官方,artist
meta_value_text,朱利安·許納貝,朱利安·許納貝,Julian Schnabel,官方,artist
meta_value_text,朱利安·迪普雷,朱利安·迪普雷,Julien Dupré,官方,artist
meta_value_text,朱塞佩·切薩里,朱塞佩·切薩里,Giuseppe Cesari,官方,artist
meta_value_text,朱尔·布勒东,朱尔·布勒东,Jules Breton,官方,artist
meta_value_text,朱尔·帕斯金,朱尔·帕斯金,Jules Pascin,官方,artist
meta_value_text,朱尔斯·奥列斯基,朱尔斯·奥列斯基,Jules Olitski,官方,artist
meta_value_text,朱爾·迪普雷,朱爾·迪普雷,Julien Dupré,官方,artist
